Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun031.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	31	5.078280	25.411237	-54.231391	14.163640	-53.941465	0.149114	-9.338664	0.000000	-0.085293	-0.085904	0.085818	0.161321	0.042726	-0.171392	0.255696	0.036943	0.049916	0.053957	-0.025242	-0.446611	0.050392	0.101627	0.098744	0.118700	0.084149	0.080454	110.461731	0.306956	0.147414	0.182394	0.127681	0.059702	12.242073	7.253358	50.961395	-49383.823169	-49384.314727	-49997.077101	89.290475	52.263666	123.330569	109.122541	129.947616	1.883362	146.078097	105.859418	106.211034	164.777482	20.302232	0.000000
1.000000	31	5.098117	25.405896	-54.261910	14.158300	-53.941465	0.115977	-9.331034	-0.068600	-0.106616	-0.107379	0.053636	0.161321	0.053407	-0.160680	0.298312	0.041047	0.054076	0.053957	0.025242	-0.472882	0.054592	0.101627	0.098744	0.117887	0.085815	0.081301	110.461731	0.306139	0.147414	0.181561	0.126845	0.058872	7.720824	7.253358	58.590259	-49383.823169	-49384.314727	-49997.077101	92.342020	52.263666	123.330569	115.225633	131.454699	6.460681	146.078097	110.436736	104.703952	166.303254	12.807818	0.000000
2.000000	31	5.157628	25.411237	-54.231391	14.163640	-53.910947	0.149114	-9.308145	-0.068600	-0.085293	-0.085904	0.075091	0.150566	0.053407	-0.149968	0.287658	0.036943	0.054076	0.058107	0.000000	-0.420340	0.054592	0.099086	0.098744	0.118700	0.084982	0.081301	110.470374	0.307773	0.149913	0.182394	0.126008	0.060531	9.227907	5.727585	54.012941	-49383.823169	-49384.314727	-49997.077101	93.867793	52.263666	124.837652	112.174087	128.440533	11.037999	144.571014	110.436736	106.211034	166.303254	15.805584	0.000000
3.000000	31	6.407361	25.405896	-54.246651	14.152959	-53.926206	0.165682	-9.224219	-0.034300	-0.042647	-0.064428	0.096545	0.150566	0.064089	-0.160680	0.277004	0.045152	0.049916	0.058107	0.050485	-0.420340	0.056691	0.099086	0.098744	0.118700	0.085815	0.082995	110.453088	0.307773	0.147414	0.181561	0.128518	0.058872	13.749155	14.882223	64.693351	-49383.823169	-49384.314727	-49997.077101	98.445112	43.109029	114.288072	104.545223	125.426367	6.460681	141.556848	102.807872	101.689786	155.622844	24.798881	0.000000
4.000000	31	7.280190	25.395215	-54.292428	14.163640	-53.926206	0.231955	-9.132664	0.034300	-0.042647	0.000000	0.139454	0.204340	0.074770	-0.139256	0.277004	0.041047	0.058235	0.058107	0.252425	-0.367797	0.054592	0.097392	0.097908	0.119513	0.083316	0.081301	110.487660	0.306956	0.150746	0.183227	0.129354	0.058872	19.777487	17.933768	64.693351	-49383.823169	-49384.314727	-49997.077101	103.022430	41.583256	102.231409	99.967904	120.905119	0.357589	127.993103	98.230553	95.661454	144.942434	23.299998	0.000000
5.000000	31	8.093509	25.405896	-54.277169	14.147618	-53.926206	0.265091	-9.063997	0.171499	-0.042647	0.021476	0.139454	0.225849	0.106815	-0.107120	0.287658	0.057466	0.054076	0.058107	0.277667	-0.236441	0.054592	0.099933	0.097908	0.118700	0.085815	0.082995	110.522231	0.305322	0.149913	0.181561	0.127681	0.059702	19.777487	22.511087	75.373761	-49383.823169	-49384.314727	-49997.077101	107.599749	35.480164	96.203077	90.813267	113.369704	-7.271275	124.978937	93.653235	92.647289	141.890888	27.796647	0.000000
6.000000	31	8.827479	25.389874	-54.322947	14.174322	-53.910947	0.364500	-8.987701	0.205799	0.127940	0.085904	0.182363	0.258113	0.106815	-0.096408	0.287658	0.069781	0.058235	0.070559	0.353395	-0.183899	0.048292	0.100780	0.098744	0.117887	0.084149	0.081301	110.574088	0.307773	0.145749	0.183227	0.126845	0.057214	21.284570	24.036860	75.373761	-49383.823169	-49384.314727	-49997.077101	119.805932	35.480164	91.681829	84.710175	105.834290	-10.322821	117.443523	87.550143	80.590626	129.684705	30.794412	0.000000
7.000000	31	9.561449	25.395215	-54.353465	14.142277	-53.880428	0.447341	-8.880886	0.205799	0.106616	0.128855	0.203818	0.268868	0.160222	-0.053560	0.330274	0.069781	0.079034	0.066408	0.403880	-0.052542	0.058791	0.119411	0.097908	0.117887	0.084982	0.082148	110.617302	0.305322	0.147414	0.184060	0.127681	0.058043	27.312901	25.562633	83.002625	-49383.823169	-49384.314727	-49997.077101	121.331705	27.851300	88.667663	77.081311	95.284710	-13.374367	109.908108	82.972824	80.590626	115.952749	32.293295	0.000000
