Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun045.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	45	11.564989	26.484725	-54.368725	14.072848	-53.956725	0.248523	-9.361553	0.000000	0.042647	0.107379	0.171636	0.290378	0.096133	-0.117832	0.394198	0.090304	0.153908	0.062258	0.631062	-1.024579	0.083987	0.326899	0.086192	0.148781	-0.009998	0.145665	112.095228	0.468719	0.041643	1.014411	0.322589	0.179934	-819.667663	269.686294	217.270639	-49383.823169	-49384.314727	-49997.077101	447.847102	728.181052	230.333451	353.246202	1255.738509	770.872894	100.865611	119.591374	677.395437	-199.882237	312.584390	0.000000
1.000000	45	11.564989	26.490066	-54.353465	14.072848	-53.987243	0.215387	-9.376812	0.137199	0.063970	0.128855	0.182363	0.279623	0.085452	-0.107120	0.383544	0.090304	0.145589	0.058107	0.580577	-1.050850	0.083987	0.326899	0.087029	0.148781	-0.010831	0.143971	112.086586	0.467902	0.038311	1.016077	0.321752	0.179934	-821.174746	272.737840	212.693320	-49383.823169	-49384.314727	-49997.077101	443.269783	725.129506	231.840534	353.246202	1252.724343	769.347121	99.358529	119.591374	672.874188	-198.356464	314.083273	0.000000
2.000000	45	11.545152	26.484725	-54.368725	14.067507	-53.971984	0.215387	-9.346294	0.102899	0.085293	0.128855	0.193091	0.268868	0.064089	-0.117832	0.404852	0.094409	0.137269	0.062258	0.656304	-1.024579	0.083987	0.326899	0.087029	0.148781	-0.009998	0.145665	112.086586	0.467902	0.040810	1.015244	0.320916	0.180763	-819.667663	274.263613	212.693320	-49383.823169	-49384.314727	-49997.077101	447.847102	725.129506	231.840534	348.668884	1257.245591	767.821348	103.879777	118.065601	680.409602	-199.882237	315.582156	0.000000
3.000000	45	11.803034	26.479385	-54.399243	14.072848	-53.971984	0.231955	-9.346294	0.034300	0.021323	0.107379	0.171636	0.279623	0.064089	-0.117832	0.372890	0.086200	0.145589	0.066408	0.605819	-1.024579	0.081887	0.326899	0.086192	0.148781	-0.009998	0.145665	112.086586	0.467902	0.040810	1.013579	0.320079	0.179105	-824.188912	274.263613	214.219093	-49383.823169	-49384.314727	-49997.077101	447.847102	725.129506	231.840534	348.668884	1252.724343	764.769803	96.344363	121.117146	678.902519	-201.408010	317.081038	0.000000
4.000000	45	13.608203	26.479385	-54.399243	14.072848	-54.002503	0.463909	-9.140294	0.205799	0.170586	0.236235	0.257454	0.365661	0.074770	-0.107120	0.404852	0.094409	0.145589	0.058107	0.732032	-0.866951	0.079788	0.326052	0.087029	0.150407	-0.007498	0.145665	112.112514	0.466268	0.040810	1.013579	0.320916	0.179934	-803.089752	283.418250	218.796412	-49383.823169	-49384.314727	-49997.077101	463.104830	711.397551	225.812203	334.936928	1245.188929	758.666711	78.259369	107.385190	672.874188	-205.985329	329.072101	0.000000
5.000000	45	14.659566	26.479385	-54.399243	14.083529	-54.033021	0.596455	-8.934294	0.342998	0.319849	0.322138	0.353999	0.419434	0.138859	-0.064272	0.415506	0.119037	0.166387	0.062258	1.009699	-0.604239	0.079788	0.326899	0.085355	0.150407	-0.009165	0.144818	112.198942	0.465451	0.039977	1.013579	0.320079	0.180763	-800.075586	287.995568	232.528368	-49383.823169	-49384.314727	-49997.077101	476.836786	697.665595	219.783871	328.833836	1230.118100	751.037847	70.723954	105.859418	671.367105	-207.511101	336.566516	0.000000
6.000000	45	15.433210	26.490066	-54.414502	14.078188	-53.987243	0.778705	-8.735923	0.480197	0.383819	0.450993	0.450545	0.473208	0.267037	-0.021424	0.436814	0.184713	0.178866	0.074709	1.262123	-0.341526	0.083987	0.348918	0.098744	0.152033	-0.008332	0.145665	112.285371	0.467085	0.038311	1.012746	0.322589	0.178275	-789.526006	300.201752	240.157232	-49383.823169	-49384.314727	-49997.077101	495.146061	680.882093	209.234292	316.627653	1218.061437	735.780118	63.188540	99.756326	666.845857	-213.614193	347.058696	0.000000
7.000000	45	16.187017	26.500748	-54.383984	14.078188	-53.971984	0.977523	-8.529923	0.617396	0.511759	0.601325	0.547090	0.559246	0.277718	0.021424	0.500739	0.192923	0.183026	0.091311	1.489306	-0.183899	0.086087	0.346377	0.100418	0.166668	-0.009998	0.144818	112.415014	0.469536	0.038311	1.016077	0.320916	0.179934	-777.469343	309.356389	249.311869	-49383.823169	-49384.314727	-49997.077101	502.774925	670.201683	204.713043	298.318378	1207.511857	720.522389	52.638960	86.024370	666.845857	-216.665739	359.049758	0.000000
