Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun042.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	42	6.665242	26.057466	-54.078799	13.960692	-53.895688	0.182250	-9.765923	-0.034300	-0.042647	-0.042952	0.096545	0.172076	0.010681	-0.149968	0.351582	0.069781	0.112311	0.037355	0.227182	-1.024579	0.130180	0.055048	0.078661	0.123578	0.019996	0.134655	111.118587	0.447477	0.084951	0.968605	0.279090	0.101161	-3042.614875	159.830646	223.373730	-49383.823169	-49384.314727	-49997.077101	304.424451	178.902815	284.588434	246.442100	239.964664	163.615287	244.038483	261.488252	559.842974	244.117671	200.168175	0.000000
1.000000	42	6.685080	26.062807	-54.063540	13.955351	-53.849910	0.149114	-9.308145	-0.068600	-0.042647	-0.042952	0.118000	0.150566	0.032044	-0.128544	0.330274	0.073885	0.120631	0.024903	0.201940	-1.024579	0.134379	0.055048	0.077824	0.124391	0.018329	0.133808	111.109944	0.448294	0.084118	0.966939	0.281599	0.101990	-3054.671538	155.253328	215.744866	-49383.823169	-49384.314727	-49997.077101	302.898678	177.377042	281.574269	254.070965	239.964664	165.141060	244.038483	264.539797	558.335891	248.694990	200.168175	0.000000
2.000000	42	6.704917	26.062807	-54.109317	13.960692	-53.865169	0.149114	-9.331034	0.034300	-0.042647	-0.021476	0.085818	0.161321	0.021363	-0.128544	0.362236	0.077990	0.108151	0.029054	0.252425	-1.103392	0.134379	0.054201	0.081171	0.122765	0.017496	0.133808	111.118587	0.449111	0.086616	0.966939	0.282436	0.102819	-3114.954852	159.830646	223.373730	-49383.823169	-49384.314727	-49997.077101	299.847132	177.377042	287.602600	246.442100	242.978830	178.873016	253.080980	261.488252	561.350057	250.220763	195.671527	0.000000
3.000000	42	7.597583	26.062807	-54.078799	13.960692	-53.880428	0.132546	-9.239479	-0.034300	-0.042647	-0.042952	0.107273	0.161321	0.032044	-0.128544	0.340928	0.077990	0.124790	0.029054	0.176697	-1.024579	0.130180	0.054201	0.080334	0.123578	0.019996	0.135502	111.118587	0.449928	0.084951	0.967772	0.283272	0.103648	-3170.716917	158.304874	227.951049	-49383.823169	-49384.314727	-49997.077101	313.579088	174.325496	277.053020	244.916328	232.429250	184.976108	244.038483	261.488252	561.350057	239.540353	203.165941	0.000000
4.000000	42	8.648946	26.052126	-54.094058	13.955351	-53.895688	0.281659	-9.102145	0.102899	0.063970	0.021476	0.139454	0.225849	0.074770	-0.117832	0.340928	0.073885	0.116471	0.033204	0.328152	-0.840680	0.132279	0.055048	0.077824	0.123578	0.020829	0.135502	111.153159	0.449111	0.083285	0.967772	0.284946	0.101990	-3036.586543	162.882192	234.054141	-49383.823169	-49384.314727	-49997.077101	318.156407	160.593540	269.517606	234.235917	230.922167	178.873016	241.024317	253.859387	552.307560	231.911488	206.163707	0.000000
5.000000	42	9.501938	26.068148	-54.170354	13.960692	-53.880428	0.414205	-8.957183	0.205799	0.149263	0.107379	0.236000	0.290378	0.117496	-0.085696	0.394198	0.090304	0.133110	0.037355	0.454364	-0.735595	0.134379	0.079608	0.076987	0.122765	0.018329	0.135502	111.213658	0.449111	0.084951	0.968605	0.280763	0.101990	-3074.263615	178.139921	250.837642	-49383.823169	-49384.314727	-49997.077101	328.836817	152.964676	260.475109	223.555507	215.851339	159.037969	227.460571	244.704750	549.293394	215.127987	222.651418	0.000000
6.000000	42	10.037538	26.068148	-54.139836	13.955351	-53.865169	0.513614	-8.835108	0.274398	0.234556	0.214759	0.289636	0.322642	0.160222	-0.064272	0.394198	0.094409	0.133110	0.053957	0.504849	-0.630510	0.128080	0.076220	0.078661	0.123578	0.017496	0.135502	111.308730	0.446660	0.085784	0.971103	0.284109	0.101990	-2979.317395	188.820331	253.889188	-49383.823169	-49384.314727	-49997.077101	337.991454	146.861585	245.404280	209.823551	209.823007	140.728694	221.432240	238.601658	555.321725	212.076441	227.148067	0.000000
7.000000	42	10.473952	26.078829	-54.170354	13.960692	-53.804132	0.613023	-8.690146	0.308698	0.319849	0.257711	0.321818	0.322642	0.213630	-0.042848	0.404852	0.127247	0.141429	0.049806	0.656304	-0.472882	0.132279	0.075373	0.087029	0.123578	0.018329	0.137196	111.343301	0.448294	0.086616	0.970270	0.282436	0.102819	-3127.011515	184.243013	263.043825	-49383.823169	-49384.314727	-49997.077101	341.043000	137.706947	237.868866	196.091595	196.259261	130.048284	216.910991	230.972794	546.279228	204.447576	236.141364	0.000000
