Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun038.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	38	4.066591	25.678274	-54.292428	13.976714	-53.941465	0.165682	-9.422590	-0.034300	-0.085293	-0.064428	0.118000	0.182830	0.053407	-0.160680	0.415506	0.106723	0.103992	0.041505	0.025242	-0.446611	0.071389	0.072832	0.087029	0.134960	0.089148	0.109249	110.824731	0.369047	0.125760	0.400601	0.181218	0.073798	-307.259493	68.284274	130.301585	-49383.823169	-49384.314727	-49997.077101	180.836847	99.562625	191.149297	154.895728	182.695516	137.677148	198.825997	179.096516	336.794711	196.818712	93.747492	0.000000
1.000000	38	4.046754	25.662252	-54.292428	13.966033	-53.987243	0.215387	-9.392071	-0.068600	-0.042647	-0.064428	0.107273	0.182830	0.053407	-0.139256	0.436814	0.094409	0.112311	0.041505	0.075727	-0.525425	0.069289	0.072832	0.087029	0.134960	0.088314	0.108402	110.833373	0.369047	0.127426	0.399768	0.182891	0.075456	-305.752410	66.758501	127.250039	-49383.823169	-49384.314727	-49997.077101	179.311075	102.614171	197.177629	154.895728	179.681350	137.677148	201.840163	176.044970	339.808877	199.870258	98.244141	0.000000
2.000000	38	4.007080	25.672933	-54.246651	13.982055	-53.956725	0.182250	-9.430219	-0.034300	-0.042647	-0.064428	0.107273	0.182830	0.074770	-0.139256	0.458123	0.098514	0.112311	0.041505	0.075727	-0.525425	0.071389	0.074526	0.087866	0.134960	0.087481	0.107555	110.842016	0.369047	0.125760	0.397270	0.182055	0.074627	-308.766576	65.232728	121.146947	-49383.823169	-49384.314727	-49997.077101	180.836847	105.665717	195.670546	157.947273	185.709681	136.151375	201.840163	176.044970	339.808877	196.818712	89.250844	0.000000
3.000000	38	4.919584	25.683615	-54.322947	13.982055	-53.941465	0.149114	-9.346294	-0.102899	-0.042647	-0.042952	0.150182	0.193585	0.032044	-0.149968	0.436814	0.106723	0.108151	0.037355	0.151455	-0.472882	0.073489	0.073679	0.087029	0.133334	0.089148	0.106708	110.824731	0.369864	0.126593	0.399768	0.182055	0.074627	-308.766576	63.706955	125.724266	-49383.823169	-49384.314727	-49997.077101	186.939939	93.459534	188.135132	144.215317	175.160101	133.099830	191.290583	168.416106	333.780546	196.818712	102.740790	0.000000
4.000000	38	5.633717	25.672933	-54.292428	13.971374	-53.926206	0.265091	-9.247108	0.068600	0.000000	-0.021476	0.171636	0.204340	0.074770	-0.117832	0.426160	0.106723	0.108151	0.037355	0.126212	-0.315255	0.073489	0.072832	0.087866	0.134147	0.088314	0.105014	110.867945	0.367413	0.125760	0.398935	0.184564	0.075456	-311.780741	68.284274	134.878903	-49383.823169	-49384.314727	-49997.077101	189.991485	91.933761	179.092634	139.637999	170.638853	125.470965	186.769334	165.364560	323.230966	183.086756	96.745258	0.000000
5.000000	38	6.288339	25.678274	-54.292428	13.971374	-53.926206	0.364500	-9.186071	0.068600	0.021323	0.064428	0.182363	0.215094	0.096133	-0.085696	0.458123	0.106723	0.103992	0.049806	0.252425	-0.341526	0.067190	0.071139	0.087866	0.134960	0.090814	0.108402	110.911159	0.369047	0.128259	0.400601	0.182891	0.075456	-302.738244	77.438911	139.456222	-49383.823169	-49384.314727	-49997.077101	200.671895	85.830669	174.571386	136.586453	164.610522	122.419420	185.262251	162.313014	326.245131	178.509437	102.740790	0.000000
6.000000	38	6.942961	25.667592	-54.246651	13.955351	-53.941465	0.414205	-9.102145	0.068600	0.106616	0.107379	0.214545	0.247359	0.106815	-0.074984	0.447468	0.123142	0.112311	0.049806	0.353395	-0.183899	0.071389	0.072832	0.087029	0.133334	0.088314	0.107555	110.945730	0.370681	0.128259	0.399768	0.182055	0.074627	-301.231161	80.490457	147.085086	-49383.823169	-49384.314727	-49997.077101	205.249214	82.779123	165.528889	132.009134	155.568024	111.739009	177.726837	159.261468	317.202634	176.983665	113.232970	0.000000
7.000000	38	7.538072	25.688955	-54.231391	13.955351	-53.971984	0.497046	-8.995331	0.137199	0.127940	0.171807	0.257454	0.279623	0.149541	-0.064272	0.436814	0.151875	0.103992	0.053957	0.378637	-0.131356	0.075588	0.071986	0.087866	0.133334	0.090814	0.109249	110.997587	0.369864	0.128259	0.397270	0.181218	0.074627	-301.231161	83.542002	154.713951	-49383.823169	-49384.314727	-49997.077101	206.774986	78.201805	153.472226	122.854497	151.046776	101.058599	170.191423	157.735696	305.145971	166.303254	117.729618	0.000000
