Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun032.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	32	6.546220	25.512711	-54.078799	14.083529	-53.956725	0.115977	-9.384442	-0.171499	-0.127940	-0.150331	0.032182	0.129057	0.032044	-0.096408	0.223734	0.069781	0.041597	0.053957	0.050485	-0.551696	0.058791	0.056742	0.076987	0.147968	0.104144	0.097392	110.556803	0.324930	0.167403	0.245691	0.165324	0.073798	48.412061	31.665724	84.528398	-49383.823169	-49384.314727	-49997.077101	139.640980	90.407988	154.979309	141.163772	157.075107	69.017369	164.163091	134.849102	189.100591	181.560983	60.772070	0.000000
1.000000	32	6.566057	25.518052	-54.063540	14.083529	-53.956725	0.115977	-9.399701	-0.171499	-0.085293	-0.107379	0.053636	0.107547	0.021363	-0.149968	0.213080	0.073885	0.041597	0.070559	0.050485	-0.551696	0.058791	0.056742	0.078661	0.147155	0.103311	0.097392	110.539517	0.324930	0.165737	0.244025	0.163651	0.073798	48.412061	28.614179	87.579944	-49383.823169	-49384.314727	-49997.077101	139.640980	88.882215	153.472226	142.689545	160.089273	76.646233	165.670174	136.374875	184.579343	178.509437	62.270952	0.000000
2.000000	32	6.546220	25.518052	-54.063540	14.094211	-53.941465	0.132546	-9.392071	-0.102899	-0.127940	-0.107379	0.032182	0.129057	0.042726	-0.139256	0.245042	0.073885	0.045756	0.062258	0.000000	-0.499154	0.065090	0.056742	0.078661	0.147155	0.104144	0.097392	110.565445	0.324113	0.163239	0.244858	0.168670	0.072969	46.904978	28.614179	81.476852	-49383.823169	-49384.314727	-49997.077101	142.692525	88.882215	159.500557	136.586453	158.582190	70.543142	162.656008	136.374875	187.593509	176.983665	65.268718	0.000000
3.000000	32	6.506546	25.512711	-54.078799	14.094211	-53.956725	0.115977	-9.384442	-0.171499	-0.127940	-0.150331	0.053636	0.118302	0.032044	-0.139256	0.234388	0.065676	0.058235	0.053957	0.000000	-0.577967	0.065090	0.056742	0.078661	0.148781	0.103311	0.099086	110.548160	0.324113	0.165737	0.244025	0.166997	0.072969	46.904978	37.768816	86.054171	-49383.823169	-49384.314727	-49997.077101	142.692525	87.356442	153.472226	141.163772	155.568024	72.068914	164.163091	136.374875	181.565177	175.457892	57.774304	0.000000
4.000000	32	6.506546	25.518052	-54.094058	14.088870	-53.926206	0.099409	-9.392071	-0.205799	-0.085293	-0.150331	0.021455	0.129057	0.032044	-0.117832	0.223734	0.065676	0.049916	0.049806	0.000000	-0.499154	0.058791	0.060129	0.077824	0.147155	0.100812	0.098239	110.548160	0.324113	0.164071	0.244025	0.166997	0.074627	48.412061	30.139952	84.528398	-49383.823169	-49384.314727	-49997.077101	142.692525	90.407988	150.458060	139.637999	152.553859	70.543142	164.163091	134.849102	181.565177	170.880573	63.769835	0.000000
5.000000	32	7.300027	25.518052	-54.078799	14.099551	-53.956725	0.115977	-9.338664	-0.171499	-0.085293	-0.107379	0.042909	0.118302	0.021363	-0.128544	0.234388	0.061571	0.049916	0.058107	-0.025242	-0.551696	0.065090	0.060129	0.079498	0.149594	0.103311	0.096545	110.530874	0.324113	0.164904	0.244025	0.165324	0.075456	46.904978	36.243043	84.528398	-49383.823169	-49384.314727	-49997.077101	150.321390	84.304896	148.950977	136.586453	146.525527	69.017369	161.148926	133.323329	180.058094	170.880573	63.769835	0.000000
6.000000	32	8.529923	25.512711	-54.124577	14.088870	-53.971984	0.165682	-9.208960	0.000000	-0.085293	-0.064428	0.085818	0.161321	0.053407	-0.128544	0.245042	0.077990	0.062395	0.058107	0.176697	-0.367797	0.060891	0.058435	0.079498	0.147968	0.104978	0.099086	110.574088	0.324113	0.167403	0.244858	0.166161	0.073798	52.933310	39.294589	92.157263	-49383.823169	-49384.314727	-49997.077101	151.847163	75.150259	142.922646	130.483362	142.004279	69.017369	153.613511	127.220238	171.015597	164.777482	71.264250	0.000000
7.000000	32	9.521775	25.518052	-54.155095	14.088870	-53.941465	0.298227	-9.109775	0.068600	-0.021323	0.021476	0.150182	0.204340	0.096133	-0.117832	0.287658	0.077990	0.049916	0.049806	0.252425	-0.262712	0.058791	0.057588	0.078661	0.151220	0.104144	0.097392	110.608660	0.323296	0.165737	0.244025	0.164488	0.075456	58.961641	43.871907	104.363446	-49383.823169	-49384.314727	-49997.077101	168.630664	73.624486	126.344734	115.225633	134.468864	62.914277	147.585180	119.591374	161.973100	146.468207	77.259781	0.000000
