Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun034.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	34	6.566057	25.656911	-54.185614	14.024781	-54.002503	0.115977	-9.437849	-0.137199	-0.127940	-0.107379	0.064364	0.139811	0.032044	-0.149968	0.266350	0.094409	0.049916	0.045656	-0.025242	-0.604239	0.077688	0.042344	0.067782	0.113009	0.086648	0.105861	110.677802	0.363328	0.129092	0.351463	0.182891	0.074627	81.567884	68.284274	131.827357	-49383.823169	-49384.314727	-49997.077101	186.939939	107.191490	197.177629	154.895728	175.160101	137.677148	200.333080	176.044970	279.525563	189.189848	107.237438	0.000000
1.000000	34	6.546220	25.662252	-54.185614	14.030122	-53.987243	0.115977	-9.422590	-0.068600	-0.063970	-0.085904	0.064364	0.150566	0.042726	-0.117832	0.277004	0.090304	0.054076	0.041505	0.025242	-0.656781	0.075588	0.043191	0.066945	0.114635	0.084982	0.105861	110.677802	0.361694	0.129925	0.349797	0.182891	0.075456	87.596215	69.810046	125.724266	-49383.823169	-49384.314727	-49997.077101	185.414166	102.614171	203.205960	153.369955	178.174267	130.048284	203.347246	177.570743	271.990149	189.189848	104.239672	0.000000
2.000000	34	6.566057	25.646229	-54.185614	14.030122	-53.956725	0.132546	-9.437849	-0.068600	-0.127940	-0.107379	0.064364	0.139811	0.010681	-0.149968	0.266350	0.090304	0.049916	0.045656	0.100970	-0.604239	0.073489	0.041498	0.066109	0.112196	0.085815	0.105014	110.695088	0.362511	0.130757	0.351463	0.182891	0.075456	83.074967	68.284274	131.827357	-49383.823169	-49384.314727	-49997.077101	186.939939	107.191490	200.191794	150.318409	173.653019	139.202921	207.868494	176.044970	275.004314	195.292939	107.237438	0.000000
3.000000	34	6.506546	25.662252	-54.155095	14.035463	-53.987243	0.182250	-9.445479	-0.034300	-0.127940	-0.085904	0.042909	0.107547	0.010681	-0.171392	0.245042	0.094409	0.041597	0.045656	0.075727	-0.604239	0.079788	0.043191	0.066945	0.113009	0.086648	0.105861	110.677802	0.361694	0.128259	0.349797	0.183728	0.078773	81.567884	62.181182	128.775812	-49383.823169	-49384.314727	-49997.077101	191.517258	102.614171	204.713043	150.318409	176.667184	131.574057	200.333080	176.044970	281.032646	189.189848	102.740790	0.000000
4.000000	34	7.696768	25.656911	-54.185614	14.024781	-53.987243	0.149114	-9.353923	-0.034300	-0.085293	-0.064428	0.064364	0.118302	0.010681	-0.139256	0.255696	0.102618	0.045756	0.041505	0.075727	-0.577967	0.075588	0.042344	0.065272	0.111383	0.086648	0.105861	110.660517	0.360060	0.132423	0.353128	0.184564	0.075456	92.117464	71.335819	134.878903	-49383.823169	-49384.314727	-49997.077101	196.094576	101.088398	195.670546	150.318409	170.638853	117.842101	198.825997	168.416106	268.975983	180.035210	105.738555	0.000000
5.000000	34	8.668783	25.656911	-54.231391	14.035463	-54.017762	0.265091	-9.231849	-0.034300	-0.085293	0.042952	0.118000	0.172076	0.074770	-0.117832	0.266350	0.102618	0.058235	0.058107	0.227182	-0.472882	0.079788	0.044038	0.066109	0.110570	0.085815	0.105861	110.729659	0.363328	0.128259	0.351463	0.184564	0.072969	86.089133	77.438911	147.085086	-49383.823169	-49384.314727	-49997.077101	203.723441	94.985307	188.135132	142.689545	161.596356	113.264782	189.783500	169.941879	262.947651	175.457892	117.729618	0.000000
6.000000	34	9.482101	25.662252	-54.261910	14.024781	-53.971984	0.364500	-9.102145	0.171499	0.063970	0.042952	0.182363	0.204340	0.117496	-0.107120	0.308966	0.110828	0.066555	0.053957	0.403880	-0.367797	0.081887	0.044038	0.066945	0.112196	0.087481	0.105014	110.781516	0.360060	0.129925	0.354794	0.182055	0.074627	96.638712	82.016229	151.662405	-49383.823169	-49384.314727	-49997.077101	208.300759	85.830669	176.078469	132.009134	149.539693	108.687464	180.741003	154.684150	250.890989	160.200163	128.221798	0.000000
7.000000	34	10.176397	25.656911	-54.292428	14.019440	-53.971984	0.480478	-8.995331	0.240098	0.127940	0.107379	0.225272	0.236604	0.117496	-0.074984	0.308966	0.184713	0.087353	0.058107	0.403880	-0.262712	0.077688	0.044038	0.074477	0.113822	0.086648	0.105861	110.842016	0.360060	0.129925	0.353961	0.186237	0.072969	102.667044	80.490457	156.239724	-49383.823169	-49384.314727	-49997.077101	217.455397	81.253351	162.514723	115.225633	143.511362	102.584372	174.712671	147.055285	237.327243	147.993980	129.720681	0.000000
