Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun048.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	48	13.489181	27.440718	-54.139836	13.821833	-53.987243	0.198818	-9.475997	0.034300	0.000000	0.107379	0.171636	0.236604	0.085452	-0.128544	0.447468	0.221656	0.232942	0.120365	0.732032	-1.234749	0.172173	0.421751	0.018410	0.172359	0.004999	0.156674	113.166941	0.473620	0.025818	1.079374	0.299166	0.184909	150.893695	582.469735	-83.306619	-49383.823169	-49384.314727	-49997.077101	2429.826074	235.356412	518.186277	-49997.258879	547.409567	1629.883026	49382.474974	-84.862193	858.245379	-129.696685	245.134661	0.000000
1.000000	48	13.469344	27.435377	-54.185614	13.821833	-54.033021	0.215387	-9.460738	0.137199	0.021323	0.107379	0.160909	0.236604	0.096133	-0.128544	0.436814	0.209342	0.232942	0.132817	0.732032	-1.261020	0.178472	0.423444	0.018410	0.171546	0.004999	0.156674	113.192869	0.475254	0.025818	1.076042	0.301676	0.181592	150.893695	585.521280	-80.255073	-49383.823169	-49384.314727	-49997.077101	2429.826074	229.253320	515.172111	-49997.258879	538.367070	1620.728389	49382.474974	-89.439511	861.259545	-131.222457	248.132427	0.000000
2.000000	48	13.449507	27.435377	-54.170354	13.827174	-54.033021	0.215387	-9.483627	0.000000	0.042647	0.085904	0.160909	0.225849	0.096133	-0.128544	0.447468	0.213446	0.228782	0.128666	0.706789	-1.208477	0.178472	0.425985	0.016736	0.173172	0.004166	0.156674	113.166941	0.476888	0.028317	1.080207	0.300839	0.183251	155.414944	582.469735	-80.255073	-49383.823169	-49384.314727	-49997.077101	2435.929166	233.830639	510.650863	-49997.258879	544.395401	1622.254162	49382.474974	-90.965284	861.259545	-131.222457	252.629075	0.000000
3.000000	48	13.449507	27.430036	-54.170354	13.821833	-53.987243	0.198818	-9.475997	0.137199	0.042647	0.085904	0.139454	0.225849	0.085452	-0.117832	0.447468	0.213446	0.228782	0.132817	0.732032	-1.182206	0.172173	0.423444	0.017573	0.173172	0.004999	0.156674	113.158298	0.473620	0.027484	1.078541	0.299166	0.183251	143.358281	583.995507	-80.255073	-49383.823169	-49384.314727	-49997.077101	2432.877620	230.779093	513.665028	-49997.258879	542.888318	1626.831480	49382.474974	-84.862193	858.245379	-126.645139	252.629075	0.000000
4.000000	48	13.528855	27.435377	-54.185614	13.837855	-54.017762	0.215387	-9.460738	0.000000	0.063970	0.085904	0.182363	0.236604	0.074770	-0.149968	0.436814	0.201132	0.224622	0.128666	0.732032	-1.182206	0.170074	0.422597	0.018410	0.169920	0.004166	0.154981	113.166941	0.475254	0.027484	1.076042	0.297493	0.184909	144.865364	588.572826	-77.203527	-49383.823169	-49384.314727	-49997.077101	2437.454939	226.201774	513.665028	-49997.258879	541.381235	1616.151070	49382.474974	-84.862193	855.231213	-129.696685	252.629075	0.000000
5.000000	48	15.492721	27.435377	-54.246651	13.821833	-54.033021	0.447341	-9.201331	0.274398	0.213233	0.236235	0.236000	0.322642	0.117496	-0.096408	0.458123	0.217551	0.245421	0.132817	1.009699	-1.024579	0.174273	0.424291	0.016736	0.170733	0.004999	0.156674	113.166941	0.475254	0.027484	1.078541	0.300003	0.184080	149.386612	599.253236	-69.574663	-49383.823169	-49384.314727	-49997.077101	2446.609576	221.624456	509.143780	-49997.258879	538.367070	1597.841796	49382.474974	-86.387965	850.709965	-134.274003	263.121255	0.000000
6.000000	48	16.524247	27.435377	-54.292428	13.837855	-54.078799	0.579887	-8.941923	0.445897	0.383819	0.386566	0.375454	0.440944	0.256355	-0.010712	0.511393	0.205237	0.257900	0.157720	1.312608	-0.814409	0.170074	0.423444	0.017573	0.168294	0.004166	0.155828	113.322512	0.473620	0.025818	1.077708	0.297493	0.181592	158.429110	599.253236	-63.471571	-49383.823169	-49384.314727	-49997.077101	2449.661122	206.366727	515.172111	-49997.258879	541.381235	1675.656213	49382.474974	-83.336420	849.202882	-135.799776	275.112318	0.000000
7.000000	48	17.218543	27.424696	-54.338206	13.832514	-54.048280	0.894682	-8.674886	0.514496	0.533082	0.515421	0.504181	0.516227	0.277718	0.053560	0.543355	0.233970	0.295337	0.170171	1.666003	-0.525425	0.172173	0.421751	0.026778	0.171546	0.003333	0.154981	113.426226	0.471986	0.024153	1.076875	0.297493	0.183251	165.964524	611.459419	-52.791161	-49383.823169	-49384.314727	-49997.077101	2454.238440	194.160544	515.172111	-49997.258879	536.859987	1681.759304	49382.474974	-89.439511	846.188716	-135.799776	281.107850	0.000000
