Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun050.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	50	24.974822	29.876095	-53.956725	13.715018	-53.895688	0.265091	-9.361553	0.034300	-0.021323	-0.107379	-0.085818	0.129057	-0.085452	-0.257088	0.351582	0.221656	0.332774	0.236579	1.363093	-1.550004	0.281356	0.545396	-0.201673	0.223579	0.049989	0.178694	114.627581	1.640269	-0.076622	1.107691	0.221371	0.166667	45.397895	455.830585	-34.481887	-49383.823169	-49384.314727	-49997.077101	2693.784783	538.985215	613.132497	49994.266894	591.114970	49993.831816	49382.474974	-58.924054	829.610805	-126.645139	335.067633	0.000000
1.000000	50	24.895474	29.870754	-53.941465	13.725700	-53.910947	0.281659	-9.361553	0.000000	-0.063970	-0.128855	-0.085818	0.129057	-0.138859	-0.278512	0.340928	0.221656	0.328614	0.228278	1.337851	-1.576275	0.281356	0.544549	-0.200836	0.226018	0.050822	0.179540	114.610295	1.643536	-0.074957	1.107691	0.218025	0.168325	52.933310	460.407904	-42.110751	-49383.823169	-49384.314727	-49997.077101	2695.310556	537.459442	616.146662	49994.266894	586.593721	49993.831816	49382.474974	-63.501372	828.103722	-125.119366	338.065398	0.000000
2.000000	50	25.550096	29.870754	-54.002503	13.725700	-53.910947	0.248523	-9.292886	-0.034300	-0.063970	-0.128855	-0.064364	0.129057	-0.128178	-0.299936	0.351582	0.221656	0.332774	0.232429	1.363093	-1.550004	0.283456	0.543703	-0.200836	0.226018	0.050822	0.177847	114.610295	1.642720	-0.076622	1.110189	0.221371	0.167496	55.947475	457.356358	-36.007659	-49383.823169	-49384.314727	-49997.077101	2698.362101	537.459442	608.611248	49994.266894	591.114970	49993.831816	49382.474974	-65.027145	828.103722	-123.593593	341.063164	0.000000
3.000000	50	27.037873	29.881436	-54.017762	13.731040	-53.910947	0.596455	-9.041108	0.171499	0.085293	0.107379	0.064364	0.215094	-0.032044	-0.182104	0.383544	0.238075	0.328614	0.219977	1.792215	-1.261020	0.279257	0.542856	-0.203347	0.224392	0.051656	0.177847	114.696724	1.642720	-0.078288	1.107691	0.219698	0.165838	61.975807	471.088314	-19.224158	-49383.823169	-49384.314727	-49997.077101	2699.887874	526.779032	617.653745	49994.266894	592.622052	49993.831816	49382.474974	-65.027145	826.596639	-126.645139	345.559813	0.000000
4.000000	50	27.851192	29.881436	-54.048280	13.725700	-53.941465	0.778705	-8.766442	0.411597	0.255879	0.279186	0.214545	0.354906	0.085452	-0.139256	0.415506	0.258599	0.357732	0.236579	2.069883	-0.972036	0.287655	0.543703	-0.202510	0.222766	0.052489	0.177847	114.800438	1.641086	-0.075789	1.108524	0.217188	0.167496	72.525387	478.717179	-13.121066	-49383.823169	-49384.314727	-49997.077101	2695.310556	525.253259	614.639580	49994.266894	588.100804	49993.831816	49382.474974	-60.449826	826.596639	-126.645139	365.045290	0.000000
5.000000	50	28.565325	29.902799	-54.078799	13.736381	-53.865169	1.010660	-8.529923	0.617396	0.469112	0.408042	0.332545	0.440944	0.096133	-0.074984	0.468777	0.287332	0.370211	0.253182	2.398035	-0.683052	0.285556	0.544549	-0.186610	0.222766	0.050822	0.177847	114.990580	1.641086	-0.079121	1.107691	0.218025	0.165008	81.567884	486.346043	-10.069520	-49383.823169	-49384.314727	-49997.077101	2699.887874	517.624395	608.611248	49994.266894	591.114970	49993.831816	49382.474974	-61.975599	825.089556	-123.593593	380.034118	0.000000
6.000000	50	29.160436	29.897458	-54.033021	13.741722	-53.880428	1.226046	-8.247627	0.823194	0.575729	0.558373	0.461272	0.537736	0.234993	-0.010712	0.511393	0.295541	0.391009	0.269784	2.625217	-0.394069	0.285556	0.543703	-0.184100	0.226018	0.049989	0.179540	115.120223	1.666412	-0.079954	1.108524	0.220534	0.166667	93.624547	493.974907	-2.440656	-49383.823169	-49384.314727	-49997.077101	2699.887874	511.521303	611.625414	49994.266894	589.607887	49993.831816	49382.474974	-65.027145	822.075391	-123.593593	389.027416	0.000000
7.000000	50	29.636525	29.908139	-53.987243	13.747063	-53.834651	1.474569	-8.011109	0.994693	0.767638	0.622800	0.589999	0.656038	0.309763	0.064272	0.554009	0.324274	0.420127	0.282235	2.928126	-0.026271	0.281356	0.542009	-0.179079	0.242278	0.049989	0.178694	115.293080	1.668046	-0.078288	1.108524	0.222207	0.167496	95.131630	501.603772	-0.914883	-49383.823169	-49384.314727	-49997.077101	2699.887874	508.469757	611.625414	49994.266894	582.072472	49993.831816	49382.474974	-63.501372	823.582474	-125.119366	395.022947	0.000000
