Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun029.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	29	0.793481	25.245674	-54.277169	14.286477	-53.971984	0.115977	-9.300516	0.034300	0.000000	-0.021476	-0.010727	0.032264	-0.032044	-0.107120	0.021308	0.020524	0.033277	0.037355	0.075727	-0.236441	-0.004199	0.033876	0.017573	0.000813	0.000000	0.001694	110.219732	0.074117	0.024153	0.042475	0.080837	0.023217	3.199575	2.676040	-7.017975	-49383.823169	-49384.314727	-49997.077101	2.321420	-2.664158	2.763940	0.792667	-2.675675	4.934908	1.398143	5.158407	5.236483	3.045556	0.816755	0.000000
1.000000	29	0.813318	25.229652	-54.261910	14.302499	-53.941465	0.099409	-9.285257	0.000000	0.063970	-0.042952	-0.010727	0.010755	-0.010681	-0.117832	0.053270	0.028733	0.037437	0.037355	0.100970	-0.210170	0.004199	0.033876	0.017573	0.000000	-0.001666	0.000000	110.211089	0.072483	0.020821	0.038311	0.080837	0.019901	3.199575	-1.901279	-5.492202	-49383.823169	-49384.314727	-49997.077101	3.847193	-1.138385	1.256858	0.792667	0.338490	-2.693957	-1.616023	2.106862	2.222317	-3.057535	-3.679893	0.000000
2.000000	29	0.813318	25.224311	-54.307688	14.297159	-53.987243	0.115977	-9.300516	0.102899	0.021323	-0.042952	-0.032182	0.000000	0.021363	-0.117832	0.042616	0.028733	0.033277	0.037355	0.050485	-0.236441	0.004199	0.035569	0.015900	-0.001626	-0.001666	0.001694	110.219732	0.073300	0.025818	0.039977	0.079163	0.022388	-7.350005	-0.375506	-0.914883	-49383.823169	-49384.314727	-49997.077101	0.795647	4.964707	-1.757308	-2.258879	-1.168593	-7.271275	-0.108940	2.106862	3.729400	1.519783	0.816755	0.000000
3.000000	29	0.813318	25.224311	-54.261910	14.297159	-53.956725	0.115977	-9.277627	0.034300	0.042647	-0.064428	-0.021455	-0.010755	0.010681	-0.107120	0.042616	0.020524	0.029118	0.037355	0.075727	-0.236441	0.000000	0.034722	0.017573	-0.000813	-0.000833	0.000000	110.228375	0.073300	0.022487	0.036645	0.081673	0.019901	1.692493	-1.901279	-0.914883	-49383.823169	-49384.314727	-49997.077101	-2.255898	0.387388	2.763940	-0.733106	1.845573	-4.219730	-3.123106	0.581089	5.236483	3.045556	3.814521	0.000000
4.000000	29	0.833155	25.234993	-54.292428	14.302499	-53.941465	0.115977	-9.285257	0.000000	0.042647	-0.042952	-0.021455	0.000000	-0.010681	-0.128544	0.000000	0.020524	0.029118	0.033204	0.075727	-0.288984	0.002100	0.033876	0.017573	0.000000	0.000000	0.000000	110.211089	0.071666	0.024986	0.036645	0.081673	0.022388	4.706658	-3.427052	-2.440656	-49383.823169	-49384.314727	-49997.077101	0.795647	-1.138385	-1.757308	-3.784652	-2.675675	-5.745503	-1.616023	0.581089	2.222317	-1.531762	2.315638	0.000000
5.000000	29	0.793481	25.245674	-54.277169	14.307840	-53.971984	0.066273	-9.292886	0.034300	0.000000	-0.021476	-0.021455	0.010755	-0.021363	-0.128544	0.031962	0.016419	0.037437	0.033204	0.126212	-0.210170	0.004199	0.033876	0.016736	-0.000813	-0.001666	-0.000847	110.219732	0.072483	0.027484	0.041643	0.080837	0.021559	3.199575	-3.427052	-0.914883	-49383.823169	-49384.314727	-49997.077101	-3.781671	-2.664158	-0.250225	-2.258879	0.338490	-13.374367	-6.137271	-3.996230	3.729400	-0.005990	3.814521	0.000000
6.000000	29	1.309244	25.224311	-54.292428	14.307840	-53.956725	0.115977	-9.269997	0.102899	0.042647	0.000000	-0.010727	0.010755	0.000000	-0.107120	0.031962	0.020524	0.033277	0.037355	0.100970	-0.210170	-0.002100	0.034722	0.015900	-0.001626	0.000000	0.000847	110.193803	0.074117	0.026651	0.038311	0.082510	0.022388	-1.321673	-1.901279	-0.914883	-49383.823169	-49384.314727	-49997.077101	6.898739	0.387388	4.271023	-0.733106	-1.168593	-17.951686	-4.630188	-0.944684	2.222317	-4.583308	3.814521	0.000000
7.000000	29	2.519303	25.229652	-54.277169	14.291818	-53.926206	0.099409	-9.186071	0.068600	0.085293	-0.021476	-0.010727	0.021509	-0.032044	-0.149968	0.042616	0.016419	0.033277	0.037355	0.151455	-0.210170	0.004199	0.035569	0.015063	0.000813	-0.001666	-0.000847	110.237017	0.074117	0.024986	0.038311	0.080837	0.024046	7.720824	5.727585	0.610890	-49383.823169	-49384.314727	-49997.077101	6.898739	-5.715704	-4.771474	-5.310425	-1.168593	-24.054777	-9.151437	-10.099321	2.222317	-4.583308	6.812287	0.000000
