Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun030.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	30	5.594043	25.395215	-54.185614	14.174322	-53.956725	0.115977	-9.376812	-0.068600	-0.085293	-0.107379	0.053636	0.107547	0.032044	-0.139256	0.234388	0.032838	0.054076	0.058107	-0.075727	-0.525425	0.052492	0.091464	0.090376	0.082927	0.064986	0.068598	110.375303	0.297970	0.122429	0.129092	0.126008	0.054726	6.213741	7.253358	49.435622	-49383.823169	-49384.314727	-49997.077101	87.764702	62.944076	138.401397	133.534907	138.990113	33.924592	158.134760	121.117146	104.703952	189.189848	21.801115	0.000000
1.000000	30	5.613880	25.400555	-54.170354	14.168981	-53.987243	0.049705	-9.376812	-0.137199	-0.106616	-0.107379	0.064364	0.129057	0.042726	-0.107120	0.245042	0.020524	0.049916	0.053957	-0.126212	-0.499154	0.056691	0.093158	0.089539	0.085366	0.064153	0.067751	110.375303	0.298787	0.120763	0.129925	0.124335	0.056385	7.720824	5.727585	47.909849	-49383.823169	-49384.314727	-49997.077101	89.290475	59.892530	136.894314	130.483362	151.046776	30.873047	156.627677	116.539828	100.182703	187.664075	21.801115	0.000000
2.000000	30	5.713065	25.395215	-54.170354	14.168981	-53.987243	0.049705	-9.369182	-0.068600	-0.042647	-0.107379	0.042909	0.150566	0.032044	-0.117832	0.223734	0.020524	0.054076	0.058107	-0.050485	-0.525425	0.058791	0.094852	0.089539	0.081301	0.064986	0.068598	110.358017	0.299604	0.121596	0.131590	0.124335	0.057214	6.213741	7.253358	55.538713	-49383.823169	-49384.314727	-49997.077101	84.713156	55.315212	135.387232	127.431816	143.511362	32.398820	156.627677	115.014055	104.703952	186.138302	26.297764	0.000000
3.000000	30	6.645405	25.389874	-54.185614	14.174322	-53.926206	0.049705	-9.315775	-0.137199	-0.106616	-0.085904	0.064364	0.129057	0.032044	-0.149968	0.234388	0.028733	0.058235	0.049806	-0.025242	-0.499154	0.050392	0.094005	0.089539	0.082927	0.064153	0.066904	110.383946	0.299604	0.120763	0.129092	0.127681	0.059702	9.227907	8.779131	60.116032	-49383.823169	-49384.314727	-49997.077101	93.867793	56.840985	129.358900	130.483362	138.990113	30.873047	153.613511	110.436736	97.168537	183.086756	29.295530	0.000000
4.000000	30	7.458724	25.389874	-54.170354	14.168981	-53.926206	0.132546	-9.224219	-0.137199	-0.085293	-0.085904	0.075091	0.172076	0.064089	-0.107120	0.255696	0.045152	0.058235	0.066408	-0.025242	-0.394069	0.050392	0.092311	0.090376	0.082927	0.065819	0.066057	110.383946	0.299604	0.120763	0.129925	0.123499	0.057214	13.749155	8.779131	58.590259	-49383.823169	-49384.314727	-49997.077101	98.445112	55.315212	124.837652	124.380270	131.454699	21.718409	147.585180	108.910963	95.661454	170.880573	27.796647	0.000000
5.000000	30	8.153020	25.400555	-54.246651	14.163640	-53.941465	0.165682	-9.163182	0.000000	-0.042647	-0.042952	0.096545	0.193585	0.085452	-0.096408	0.234388	0.045152	0.066555	0.058107	0.075727	-0.341526	0.052492	0.093158	0.089539	0.084553	0.064986	0.068598	110.435803	0.301238	0.120763	0.129092	0.124335	0.058043	10.734990	17.933768	61.641805	-49383.823169	-49384.314727	-49997.077101	99.970885	47.686347	117.302237	121.328724	128.440533	17.141091	146.078097	104.333645	92.647289	166.303254	26.297764	0.000000
6.000000	30	8.787805	25.400555	-54.246651	14.174322	-53.941465	0.215387	-9.094516	0.000000	0.000000	0.000000	0.118000	0.204340	0.096133	-0.107120	0.277004	0.057466	0.058235	0.066408	0.126212	-0.315255	0.054592	0.091464	0.088703	0.082927	0.064986	0.066904	110.435803	0.300421	0.122429	0.127426	0.123499	0.056385	18.270404	16.407996	75.373761	-49383.823169	-49384.314727	-49997.077101	98.445112	41.583256	114.288072	110.648314	129.947616	7.986453	143.063931	102.807872	92.647289	154.097071	33.792178	0.000000
7.000000	30	9.482101	25.389874	-54.231391	14.174322	-53.910947	0.281659	-9.010590	0.034300	0.085293	0.064428	0.150182	0.215094	0.138859	-0.096408	0.266350	0.061571	0.062395	0.070559	0.201940	-0.210170	0.054592	0.092311	0.090376	0.082114	0.064153	0.066904	110.461731	0.301238	0.119930	0.130757	0.121826	0.054726	16.763321	17.933768	73.847988	-49383.823169	-49384.314727	-49997.077101	112.177068	47.686347	105.245575	103.019450	117.890953	-2.693957	132.514351	90.601689	89.633123	149.519753	35.291061	0.000000
