Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun047.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	47	15.929136	27.296518	-53.712577	13.933988	-53.926206	0.231955	-9.361553	0.240098	0.042647	0.064428	0.139454	0.215094	0.032044	-0.428480	0.415506	0.188818	0.216303	0.120365	0.807759	-1.234749	0.165874	0.416669	0.028452	0.169920	0.004999	0.153287	112.976798	0.512835	0.020821	1.032734	0.294984	0.180763	159.936192	577.892416	-42.110751	-49383.823169	-49384.314727	-49997.077101	2461.867305	189.583225	423.240057	-49997.258879	550.423732	1097.388291	49382.474974	-94.016830	796.454982	-140.377095	264.620138	0.000000
1.000000	47	15.948973	27.307199	-53.712577	13.944670	-53.926206	0.198818	-9.346294	0.205799	0.021323	0.085904	0.107273	0.247359	0.042726	-0.417768	0.394198	0.188818	0.216303	0.120365	0.807759	-1.155935	0.163775	0.416669	0.027615	0.170733	0.004999	0.151593	112.976798	0.511202	0.020821	1.035233	0.295820	0.181592	161.443275	573.315097	-37.533432	-49383.823169	-49384.314727	-49997.077101	2460.341532	186.531679	426.254223	-49997.258879	554.944981	1100.439836	49382.474974	-95.542603	796.454982	-144.954413	267.617904	0.000000
2.000000	47	17.079684	27.296518	-53.758354	13.928648	-53.941465	0.265091	-9.239479	0.274398	0.106616	0.085904	0.150182	0.236604	0.053407	-0.407056	0.394198	0.197027	0.220463	0.124516	0.883486	-1.129664	0.165874	0.418363	0.028452	0.170733	0.004999	0.150746	112.976798	0.508751	0.019988	1.032734	0.297493	0.180763	167.471607	585.521280	-37.533432	-49383.823169	-49384.314727	-49997.077101	2474.073488	186.531679	424.747140	-49997.258879	551.930815	1098.914064	49382.474974	-97.068376	794.947899	-149.531732	272.114553	0.000000
3.000000	47	18.587298	27.291177	-53.819391	13.944670	-53.956725	0.513614	-8.972442	0.377297	0.213233	0.300662	0.289636	0.365661	0.117496	-0.117832	0.468777	0.205237	0.249580	0.149419	1.085426	-0.893222	0.167974	0.405660	0.021757	0.159351	-0.009165	0.131268	113.054584	0.507117	0.014991	1.023573	0.274907	0.160033	184.049518	596.201690	-25.327249	-49383.823169	-49384.314727	-49997.077101	2481.702352	172.799723	494.072951	49994.266894	550.423732	5686.913117	49382.474974	-94.016830	790.426651	-146.480186	287.103381	0.000000
4.000000	47	19.341105	27.301859	-53.865169	13.939329	-53.941465	0.778705	-8.705405	0.583096	0.405142	0.408042	0.375454	0.473208	0.234993	-0.032136	0.522047	0.217551	0.266219	0.161870	1.388336	-0.604239	0.172173	0.415822	0.037657	0.169920	0.003333	0.152440	113.158298	0.511202	0.020821	1.027737	0.294984	0.179105	179.528270	606.882101	-14.646839	-49383.823169	-49384.314727	-49997.077101	2495.434308	160.593540	485.030454	49994.266894	547.409567	4075.696955	49382.474974	-94.016830	790.426651	-144.954413	294.597796	0.000000
5.000000	47	20.035401	27.317881	-53.819391	13.944670	-53.895688	0.994092	-8.453627	0.857494	0.597052	0.579849	0.547090	0.548491	0.309763	0.000000	0.564663	0.225761	0.311975	0.182623	1.842700	-0.288984	0.174273	0.414129	0.038494	0.182115	0.003333	0.151593	113.339798	0.505483	0.019988	1.032734	0.296657	0.180763	176.514104	611.459419	-11.595293	-49383.823169	-49384.314727	-49997.077101	2503.063173	152.964676	475.987957	49994.266894	551.930815	3833.099067	49382.474974	-98.594148	788.919568	-143.428640	302.092210	0.000000
6.000000	47	20.928068	27.317881	-53.804132	13.939329	-53.849910	1.176342	-8.209479	0.891794	0.682345	0.622800	0.632908	0.656038	0.373852	0.053560	0.575317	0.225761	0.324454	0.195074	1.968913	-0.105085	0.167974	0.414975	0.040167	0.181302	0.020829	0.150746	113.460797	0.509568	0.020821	1.033567	0.294147	0.181592	176.514104	612.985192	-7.017975	-49383.823169	-49384.314727	-49997.077101	2501.537400	140.758493	480.509205	49994.266894	551.930815	3593.552724	49382.474974	-100.119921	794.947899	-148.005959	308.087741	0.000000
7.000000	47	21.344646	27.317881	-53.819391	13.944670	-53.895688	1.375160	-7.950072	1.166192	0.852931	0.837559	0.750908	0.731321	0.448622	0.096408	0.660549	0.233970	0.345253	0.215827	2.347550	0.157627	0.170074	0.435301	0.046025	0.181302	0.019163	0.152440	113.616369	0.509568	-0.009994	1.034400	0.273234	0.179934	203.641595	628.242921	0.610890	-49383.823169	-49384.314727	-49997.077101	2513.743583	127.026537	475.987957	49994.266894	547.409567	3303.655877	49382.474974	-100.119921	784.398319	-148.005959	321.577687	0.000000
