Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun052.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 71 (0:11:2)	Pacific - 73 (0:11:4)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 85 (0:13:0)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	95	97	99	100	109	110	111	112	113	114	115	116	125	126	127	128
0.000000	52	33.068331	33.539842	-54.292428	14.318522	-53.971984	0.281659	-8.735923	-0.068600	-0.319849	-0.257711	-0.246727	-0.053774	-0.288400	-0.503464	0.202426	0.229865	0.386850	0.323740	1.842700	-2.049157	0.499722	0.466636	-0.482007	0.273985	0.110810	0.214263	118.197075	4.680253	-0.306489	1.169322	0.144411	0.174129	132.808701	-49996.901279	-49997.440656	-49383.823169	-49384.314727	-49997.077101	2794.485793	674.779001	656.837899	49994.266894	567.001644	-20963.761799	49382.474974	-49997.470457	615.605039	410.426915	702.293933	0.000000
1.000000	52	33.068331	33.534501	-54.277169	14.323862	-53.926206	0.248523	-8.728294	-0.068600	-0.319849	-0.279186	-0.257454	-0.064528	-0.277718	-0.503464	0.191772	0.229865	0.382690	0.323740	1.842700	-2.101700	0.501822	0.466636	-0.482844	0.273985	0.110810	0.215110	118.171146	4.678619	-0.308155	1.169322	0.144411	0.174129	138.837032	-49996.901279	-49997.440656	-49383.823169	-49384.314727	-49997.077101	2797.537339	679.356320	653.823734	49994.266894	568.508727	-25954.564894	49382.474974	-49997.470457	615.605039	405.849597	703.792816	0.000000
2.000000	52	33.008820	33.539842	-54.307688	14.323862	-53.895688	0.281659	-8.728294	-0.068600	-0.298526	-0.257711	-0.246727	-0.075283	-0.267037	-0.503464	0.234388	0.225761	0.378530	0.327891	1.867943	-2.075429	0.499722	0.466636	-0.482007	0.275611	0.109977	0.212569	118.179789	4.679436	-0.307322	1.167656	0.141065	0.173300	137.329950	-49996.901279	-49997.440656	-49383.823169	-49384.314727	-49997.077101	2788.382701	673.253229	652.316651	49994.266894	571.522892	-21014.112304	49382.474974	-49997.470457	620.126288	398.220732	708.289465	0.000000
3.000000	52	34.298227	33.550523	-54.368725	14.323862	-53.956725	0.447341	-8.522294	-0.034300	-0.149263	-0.171807	-0.182363	-0.021509	-0.224311	-0.449904	0.234388	0.233970	0.382690	0.332041	1.943670	-1.891530	0.503922	0.466636	-0.484517	0.273985	0.110810	0.211722	118.188432	4.681887	-0.306489	1.168489	0.143575	0.176617	144.865364	-49996.901279	-49997.440656	-49383.823169	-49384.314727	-49997.077101	2783.805383	668.675910	656.837899	49994.266894	567.001644	-18339.432444	49382.474974	-49997.470457	615.605039	315.828997	715.783879	0.000000
4.000000	52	35.329752	33.534501	-54.353465	14.334544	-53.971984	0.629591	-8.270516	0.205799	0.021323	-0.021476	-0.064364	0.107547	-0.170904	-0.407056	0.287658	0.246284	0.403488	0.327891	2.221337	-1.655089	0.499722	0.466636	-0.482844	0.275611	0.111643	0.213416	118.318075	4.681887	-0.307322	1.168489	0.144411	0.176617	155.414944	-49996.901279	-49997.440656	-49383.823169	-49384.314727	-49997.077101	2962.320810	676.304774	653.823734	49994.266894	565.494561	-25383.925836	49382.474974	-49997.470457	611.083791	350.921773	726.276059	0.000000
5.000000	52	35.964537	33.550523	-54.368725	14.345225	-53.956725	0.878114	-8.041627	0.411597	0.149263	0.150331	0.085818	0.215094	-0.085452	-0.353496	0.287658	0.266808	0.432606	0.352794	2.499004	-1.287291	0.503922	0.465789	-0.471965	0.274798	0.109977	0.214263	118.465003	4.703945	-0.306489	1.170154	0.145248	0.174959	156.922027	-49996.901279	-49997.440656	-49383.823169	-49384.314727	-49997.077101	2858.568254	670.201683	650.809568	49994.266894	565.494561	-19933.865105	49382.474974	-49997.470457	612.590874	386.014549	738.267122	0.000000
6.000000	52	36.480300	33.555864	-54.383984	14.345225	-53.971984	1.126637	-7.774590	0.548796	0.362496	0.343614	0.214545	0.301132	0.010681	-0.257088	0.362236	0.283227	0.440925	0.344493	2.827157	-0.998307	0.501822	0.465789	-0.468618	0.273172	0.109977	0.213416	118.637860	4.711298	-0.307322	1.169322	0.145248	0.176617	165.964524	-49996.901279	-49997.440656	-49383.823169	-49384.314727	-49997.077101	2977.578539	662.572818	653.823734	49994.266894	563.987478	-26964.626541	49382.474974	-49997.470457	614.097957	393.643414	751.757067	0.000000
7.000000	52	36.896878	33.571886	-54.338206	14.345225	-53.971984	1.342024	-7.507553	0.754595	0.533082	0.493945	0.343272	0.440944	0.096133	-0.192816	0.404852	0.295541	0.465883	0.361095	3.029096	-0.788137	0.499722	0.489502	-0.467781	0.274798	0.110810	0.212569	118.784788	4.726821	-0.308155	1.168489	0.144411	0.175788	176.514104	-49996.901279	-49997.440656	-49383.823169	-49384.314727	-49997.077101	3130.155827	661.047045	653.823734	49994.266894	559.466230	-15844.793783	49382.474974	-49997.470457	617.112122	408.901143	757.752599	0.000000
