Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun005.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Disp	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	mm	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	1	2	3	4	5	6	7	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	5	-0.633259	8.331553	47.062593	-54.155095	28.257851	-53.971984	0.066273	-0.034300	0.106616	0.107379	-0.021455	-0.064528	0.000000	-0.053560	-0.127848	-0.032838	-0.008319	0.004151	0.580577	0.105085	-0.002100	-0.022019	-0.001674	-0.047968	-0.023328	0.000000	-0.003268	0.072458	0.091614	0.003346	0.000000	38.898606	40.978300	64.931761	-12.521760	9.786364	-15.367999	-18.320500	-18.425523	-30.562602	-59.758468	-22.556232	-54.287135	-67.736341	-37.962573	30.103528	0.000000
1.000000	5	-0.656148	8.331553	47.057253	-54.170354	28.257851	-53.987243	0.049705	-0.034300	0.170586	0.128855	0.000000	-0.043019	0.021363	-0.085696	-0.138502	-0.028733	-0.008319	0.000000	0.530092	0.131356	-0.002100	-0.021172	-0.000837	-0.046342	-0.024162	0.000000	-0.002451	0.070792	0.092446	0.000837	0.000829	38.898606	39.452527	67.983307	-12.521760	9.786364	-7.739135	-18.320500	-18.425523	-27.548436	-56.706922	-27.077481	-52.761362	-67.736341	-39.488346	33.101294	0.000000
2.000000	5	-0.625629	8.311716	47.073275	-54.170354	28.257851	-53.956725	0.082841	-0.034300	0.127940	0.085904	0.010727	-0.032264	0.010681	-0.085696	-0.138502	-0.028733	-0.008319	0.000000	0.504849	0.157627	0.000000	-0.020325	-0.001674	-0.046342	-0.023328	0.000847	-0.001634	0.071625	0.094112	-0.000837	-0.003317	40.405688	48.607165	66.457534	-11.014677	11.312136	-12.316454	-24.348832	-19.951296	-27.548436	-53.655376	-25.570398	-52.761362	-66.229258	-42.539892	28.604645	0.000000
3.000000	5	-0.625629	8.331553	47.062593	-54.155095	28.257851	-53.971984	0.066273	0.000000	0.149263	0.107379	0.010727	-0.032264	0.010681	-0.096408	-0.138502	-0.028733	-0.012479	0.000000	0.555334	0.157627	-0.004199	-0.021172	0.000837	-0.044716	-0.024162	0.002541	-0.002451	0.069959	0.092446	-0.002510	0.000829	41.912771	44.029846	66.457534	-11.014677	8.260591	-15.367999	-21.334666	-21.477069	-29.055519	-55.181149	-24.063315	-55.812908	-66.229258	-39.488346	33.101294	0.000000
4.000000	5	-0.625629	8.886990	47.067934	-54.200873	28.252510	-53.971984	0.082841	-0.034300	0.149263	0.085904	0.000000	-0.043019	0.000000	-0.074984	-0.127848	-0.032838	-0.016639	0.012452	0.504849	0.183899	0.004199	-0.019478	-0.001674	-0.046342	-0.025828	0.000000	-0.003268	0.067461	0.093279	-0.001673	-0.001658	46.434020	48.607165	67.983307	-12.521760	15.889455	-13.842227	-21.334666	-21.477069	-21.520105	-55.181149	-30.091646	-55.812908	-72.257589	-39.488346	28.604645	0.000000
5.000000	5	-0.625629	9.640797	47.073275	-54.231391	28.263192	-53.956725	0.149114	-0.034300	0.149263	0.150331	0.075091	-0.032264	0.000000	-0.085696	-0.106540	-0.024628	0.000000	0.004151	0.605819	0.236441	0.000000	-0.021172	0.000000	-0.046342	-0.025828	0.003388	-0.000817	0.069959	0.092446	-0.000837	-0.000829	49.448186	53.184483	71.034853	-1.972180	20.466774	-19.945318	-25.855914	-29.105933	-32.069685	-61.284241	-33.105812	-64.967545	-76.778838	-42.539892	39.096825	0.000000
6.000000	5	-0.633259	10.196234	47.078616	-54.261910	28.252510	-53.971984	0.132546	0.102899	0.213233	0.193283	0.085818	-0.010755	0.032044	-0.064272	-0.127848	-0.028733	-0.012479	0.008301	0.656304	0.288984	0.000000	-0.020325	-0.000837	-0.045529	-0.024162	0.001694	-0.000817	0.068294	0.093279	-0.001673	0.000829	44.926937	53.184483	77.137944	2.549069	28.095638	-21.471091	-31.884246	-27.580160	-38.098016	-67.387332	-34.612895	-61.915999	-79.793003	-48.642983	43.593474	0.000000
7.000000	5	-0.633259	10.751671	47.067934	-54.231391	28.257851	-53.956725	0.198818	0.102899	0.255879	0.171807	0.096545	0.021509	0.064089	-0.032136	-0.117194	-0.020524	-0.008319	-0.004151	0.706789	0.315255	0.002100	-0.022019	0.000000	-0.047155	-0.024162	-0.000847	-0.004085	0.068294	0.092446	-0.001673	-0.001658	49.448186	56.236029	83.241036	7.070317	28.095638	-24.522637	-25.855914	-30.631706	-44.126348	-70.438878	-34.612895	-69.544864	-87.328418	-47.117210	48.090122	0.000000
