Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun016.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	16	10.216071	46.127964	-54.094058	29.470199	-53.910947	0.182250	-27.436140	0.023983	0.193658	0.148779	0.000168	-0.011343	-0.001544	-0.138817	-0.154962	-0.071352	-0.042425	-0.038149	1.339281	-0.355637	0.068522	0.012110	-0.021239	-0.037767	-0.024329	-0.019922	0.325747	0.063293	0.180242	0.468142	0.133025	3130.161021	333.291934	106.619328	3531.789786	-49997.181400	44.530506	2386.771804	37.917832	-87.967153	2013.203659	-14.332023	-81.435155	1325.276252	-237.400765	155.831095	0.679951
1.000000	16	10.196234	46.138646	-54.109317	29.475539	-53.895688	0.182250	-27.436140	0.023983	0.172335	0.191731	0.010895	0.010167	-0.022907	-0.138817	-0.123000	-0.075457	-0.046585	-0.042300	1.314038	-0.303094	0.066423	0.013803	-0.022076	-0.041832	-0.025162	-0.019075	0.324113	0.064126	0.176911	0.467305	0.133854	3136.189353	343.972344	103.567783	3527.268537	-49997.181400	56.736689	2388.278887	34.866286	-83.445904	2013.203659	-17.346189	-76.857836	1319.247920	-237.400765	151.334446	0.679951
2.000000	16	10.176397	46.133305	-54.139836	29.480880	-53.926206	0.165682	-27.420881	-0.010317	0.236305	0.148779	0.032349	-0.011343	-0.012225	-0.149529	-0.133654	-0.067247	-0.038266	-0.042300	1.389765	-0.355637	0.068522	0.012956	-0.022076	-0.040206	-0.024329	-0.021616	0.322479	0.064959	0.176078	0.468978	0.130537	3128.653939	337.869253	100.516237	3525.761455	-49997.181400	56.736689	2388.278887	37.917832	-84.952987	2013.203659	-20.360355	-81.435155	1320.755003	-235.874992	151.334446	0.679951
3.000000	16	10.216071	46.133305	-54.124577	29.491562	-53.910947	0.198818	-27.413251	0.126882	0.193658	0.213207	0.032349	0.031676	-0.022907	-0.138817	-0.144308	-0.063142	-0.042425	-0.054751	1.314038	-0.276823	0.066423	0.013803	-0.022076	-0.039393	-0.025995	-0.019922	0.324113	0.063293	0.181908	0.469815	0.134683	3131.668104	337.869253	102.042010	3534.803952	-49997.181400	49.107824	2382.250555	39.443604	-86.460070	2010.152113	-20.360355	-79.909382	1325.276252	-241.978083	151.334446	0.679951
4.000000	16	10.176397	46.133305	-54.094058	29.475539	-53.926206	0.182250	-27.428510	0.092582	0.278952	0.234683	0.043077	-0.000588	-0.001544	-0.149529	-0.144308	-0.067247	-0.029946	-0.054751	1.339281	-0.329365	0.062223	0.014650	-0.021239	-0.042645	-0.025995	-0.019922	0.325747	0.064959	0.176078	0.469815	0.133854	3131.668104	334.817707	102.042010	3527.268537	-49997.181400	55.210916	2386.771804	31.814740	-87.967153	2019.306751	-24.881603	-82.960928	1320.755003	-235.874992	151.334446	0.679951
5.000000	16	10.156560	46.133305	-54.124577	29.480880	-53.895688	0.149114	-27.420881	-0.010317	0.236305	0.213207	0.032349	0.010167	0.009138	-0.138817	-0.144308	-0.063142	-0.046585	-0.050601	1.288796	-0.329365	0.066423	0.012956	-0.022913	-0.042645	-0.023496	-0.020769	0.324930	0.065792	0.178576	0.470651	0.130537	3136.189353	337.869253	102.042010	3530.282703	-49997.181400	47.582051	2388.278887	39.443604	-87.967153	2014.729432	-20.360355	-82.960928	1325.276252	-235.874992	151.334446	0.679951
6.000000	16	10.850856	46.133305	-54.170354	29.480880	-53.987243	0.182250	-27.359844	0.023983	0.214982	0.191731	0.021622	-0.000588	-0.033588	-0.149529	-0.154962	-0.050828	-0.042425	-0.046450	1.314038	-0.408179	0.066423	0.013803	-0.022076	-0.041019	-0.025995	-0.019922	0.323296	0.064126	0.181075	0.469815	0.133025	3143.724767	339.395026	109.670874	3531.789786	-49997.181400	50.633597	2386.771804	33.340513	-89.474236	2014.729432	-24.881603	-86.012474	1320.755003	-243.503856	157.329977	0.679951
7.000000	16	12.199774	46.133305	-54.246651	29.486221	-53.956725	0.331364	-27.184362	0.161182	0.385568	0.299110	0.096713	0.042431	0.051864	-0.117393	-0.144308	-0.063142	-0.042425	-0.050601	1.465493	-0.119195	0.066423	0.012110	-0.023750	-0.041019	-0.025995	-0.020769	0.325747	0.064959	0.178576	0.469815	0.133854	3158.795596	359.230073	115.773966	3551.381863	-49997.181400	47.582051	2368.686810	19.608557	-90.981319	1990.317066	-32.417017	-95.167111	1304.177092	-251.132721	179.813220	0.679951
8.000000	16	12.953581	46.143986	-54.216132	29.491562	-53.956725	0.480478	-26.970733	0.332680	0.470861	0.470917	0.193258	0.117714	0.094590	-0.053121	-0.133654	-0.050828	-0.034106	-0.033999	1.616948	0.143517	0.066423	0.013803	-0.021239	-0.039393	-0.026829	-0.019075	0.324113	0.063293	0.178576	0.471488	0.133854	3185.923087	376.013575	131.031695	3567.959774	-49997.181400	35.375868	2361.151395	18.082784	-97.009650	1982.688202	-44.473680	-107.373294	1293.627512	-258.761585	193.303166	0.679951
9.000000	16	13.608203	46.143986	-54.200873	29.491562	-53.956725	0.679296	-26.787622	0.401280	0.513508	0.556821	0.268349	0.171487	0.137315	-0.020985	-0.101692	-0.042619	-0.029946	-0.033999	1.894615	0.327416	0.066423	0.018038	-0.022913	-0.028011	-0.025162	-0.020769	0.324930	0.063293	0.178576	0.469815	0.133854	3210.036413	388.219758	141.712105	3587.551852	-49997.181400	26.221231	2355.123064	7.402374	-115.094644	1972.007791	-41.459515	-108.899067	1286.092097	-258.761585	197.799815	0.679951
10.000000	16	14.223151	46.154668	-54.200873	29.502243	-53.941465	0.795273	-26.604511	0.538479	0.684094	0.599773	0.343440	0.225261	0.169360	0.021863	-0.091038	-0.038514	-0.009148	-0.025697	2.096555	0.537586	0.068522	0.019732	-0.023750	-0.027198	-0.027662	-0.020769	0.325747	0.062461	0.177744	0.469815	0.131366	3225.107241	403.477487	160.021379	3607.143929	-49997.181400	23.169685	2340.052235	-0.226490	-113.587562	1959.801608	-50.502012	-115.002158	1272.528352	-269.441995	205.294229	0.679951
