Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun011.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	11	7.657094	46.544542	-54.170354	28.957488	-53.910947	0.066273	-27.390362	0.023983	0.129689	0.127303	-0.053469	-0.075871	-0.001544	-0.106681	-0.101692	-0.022095	-0.021627	-0.021547	0.582006	-0.092924	-0.004966	-0.009063	-0.023750	-0.040206	-0.030161	-0.021616	0.187677	0.074953	0.139432	0.357722	0.058398	108.459897	125.786822	56.268823	-14.376172	-15.913355	44.530506	34.215467	39.443604	8.486150	-63.373232	-0.768277	-72.280518	-86.860384	-61.936883	-12.043786	0.679951
1.000000	11	7.657094	46.549883	-54.124577	28.957488	-53.895688	0.066273	-27.390362	0.126882	0.108365	0.105827	-0.064196	-0.054362	-0.012225	-0.095969	-0.069730	-0.022095	-0.021627	-0.009095	0.657734	-0.171738	-0.009166	-0.009910	-0.024586	-0.039393	-0.030161	-0.021616	0.185226	0.074120	0.138600	0.354376	0.059227	105.445731	131.889914	56.268823	-15.883255	-15.913355	46.056279	31.201301	39.443604	11.500315	-64.899005	-2.275360	-72.280518	-86.860384	-57.359565	-15.041551	0.679951
2.000000	11	7.795953	46.549883	-54.155095	28.957488	-53.895688	0.066273	-27.382733	0.023983	0.065719	0.105827	-0.021287	-0.054362	0.009138	-0.095969	-0.080384	-0.030305	-0.009148	-0.017396	0.607249	-0.171738	-0.009166	-0.008216	-0.023750	-0.040206	-0.030161	-0.022462	0.185226	0.074120	0.141098	0.356886	0.058398	108.459897	128.838368	60.846142	-17.390338	-17.439128	49.107824	31.201301	37.917832	11.500315	-69.476324	-3.782443	-72.280518	-83.846218	-57.359565	-12.043786	0.679951
3.000000	11	8.748131	46.549883	-54.200873	28.946806	-53.941465	0.115977	-27.268288	0.058282	0.065719	0.105827	-0.032014	-0.022098	-0.001544	-0.063833	-0.101692	-0.022095	-0.021627	-0.013246	0.632491	-0.066653	-0.004966	-0.007369	-0.024586	-0.042645	-0.027662	-0.022462	0.184409	0.074953	0.141931	0.355213	0.060056	111.474063	134.941460	59.320369	-9.854924	-9.810264	36.901641	29.694218	25.711649	2.457818	-71.002097	-3.782443	-81.435155	-92.888715	-68.039975	-6.048254	0.679951
4.000000	11	9.422590	46.560564	-54.216132	28.952147	-53.956725	0.182250	-27.191992	0.092582	0.151012	0.170255	0.000168	-0.011343	0.009138	-0.074545	-0.101692	-0.022095	-0.025787	-0.013246	0.834431	-0.014110	-0.004966	-0.009063	-0.021239	-0.040206	-0.030161	-0.022462	0.181958	0.075786	0.137767	0.356049	0.063373	125.037808	139.518778	71.526552	-3.826592	-8.284491	30.798550	26.680053	25.711649	-3.570513	-78.630961	-2.275360	-90.589792	-94.395798	-66.514202	-10.544903	0.679951
5.000000	11	9.859004	46.565905	-54.216132	28.952147	-53.941465	0.248523	-27.115696	0.161182	0.214982	0.234683	0.032349	-0.011343	0.041182	-0.074545	-0.080384	-0.022095	-0.009148	-0.009095	1.011128	0.117246	-0.007066	-0.009063	-0.022913	-0.041832	-0.029328	-0.021616	0.182775	0.073288	0.138600	0.355213	0.062544	123.530725	144.096097	74.578098	8.230071	0.870146	30.798550	23.665887	19.608557	-9.598845	-77.105188	-15.839106	-84.486701	-101.931212	-71.091521	7.441692	0.679951
6.000000	11	10.315256	46.565905	-54.170354	28.962828	-53.941465	0.314796	-27.031770	0.298381	0.300275	0.277634	0.085986	0.053185	0.030501	-0.042409	-0.059076	-0.017990	-0.017467	-0.009095	1.061613	0.196060	-0.004966	-0.008216	-0.022913	-0.041019	-0.030161	-0.022462	0.183592	0.072455	0.136934	0.358559	0.063373	128.051974	153.250734	82.206962	11.244236	3.921692	29.272777	13.116307	19.608557	-11.105927	-84.734052	-17.346189	-90.589792	-106.452461	-69.565748	14.936106	0.679951
7.000000	11	10.751671	46.555223	-54.155095	28.952147	-53.926206	0.381068	-26.947844	0.298381	0.278952	0.342062	0.107440	0.063940	0.041182	0.000439	-0.059076	-0.017990	-0.013308	-0.017396	1.112098	0.301145	-0.007066	-0.005675	-0.022076	-0.025572	-0.029328	-0.021616	0.184409	0.074120	0.137767	0.358559	0.062544	135.587388	162.405372	83.732735	23.300899	13.076329	26.221231	14.623390	13.505465	-15.627176	-87.785598	-26.388686	-98.218657	-115.494958	-75.668839	14.936106	0.679951
8.000000	11	11.207923	46.571245	-54.139836	28.957488	-53.895688	0.430773	-26.871548	0.366980	0.385568	0.385014	0.128895	0.085450	0.094590	-0.010273	-0.048422	-0.009781	-0.009148	-0.009095	1.213068	0.327416	-0.007066	-0.003134	-0.023750	-0.026385	-0.030161	-0.021616	0.183592	0.073288	0.141098	0.358559	0.062544	135.587388	166.982690	98.990464	26.315065	20.705194	18.592367	13.116307	22.660103	-15.627176	-96.940236	-21.867437	-105.847521	-117.002041	-81.771931	29.924934	0.679951
9.000000	11	11.545152	46.571245	-54.185614	28.946806	-53.895688	0.530182	-26.787622	0.401280	0.364245	0.406490	0.161076	0.117714	0.126634	0.032575	-0.037768	-0.009781	-0.009148	-0.009095	1.288796	0.458772	-0.002867	-0.001441	-0.023750	-0.025572	-0.028495	-0.021616	0.185226	0.074120	0.141931	0.357722	0.061715	153.672383	177.663100	103.567783	32.343396	29.859831	18.592367	4.073810	7.402374	-21.655507	-103.043327	-24.881603	-110.424840	-126.044538	-83.297704	31.423817	0.679951
10.000000	11	11.981567	46.571245	-54.200873	28.957488	-53.895688	0.613023	-26.696066	0.435580	0.364245	0.406490	0.214713	0.160733	0.126634	0.011151	-0.037768	-0.013886	-0.004988	-0.009095	1.288796	0.590128	-0.009166	0.000253	-0.023750	-0.021507	-0.029328	-0.023309	0.185226	0.075786	0.139432	0.357722	0.060885	156.686548	180.714646	103.567783	50.428391	39.014468	10.963502	1.059644	2.825055	-21.655507	-103.043327	-26.388686	-110.424840	-129.058704	-81.771931	38.918232	0.679951
