Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun014.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	14	2.578814	46.133305	-54.170354	29.342021	-53.926206	-0.066273	-27.985473	0.023983	0.065719	0.084352	0.085986	0.053185	0.009138	-0.020985	0.047465	0.010743	-0.009148	-0.000794	0.506279	-0.381908	0.030728	0.031588	0.033154	0.019144	0.018995	0.000404	0.288983	-0.009997	0.065309	0.408749	0.084932	146.136968	159.353826	25.753366	41.385893	-49997.181400	78.097509	77.920870	91.319882	34.106558	-43.538185	11.288385	-41.765060	-56.718727	-35.998744	-45.019208	0.679951
1.000000	14	2.598651	46.122623	-54.231391	29.331339	-53.987243	-0.066273	-27.985473	-0.010317	0.044395	0.062876	0.064531	0.053185	0.019819	-0.053121	0.036811	0.010743	-0.009148	-0.009095	0.506279	-0.381908	0.024429	0.034976	0.033154	0.019144	0.018162	-0.001290	0.288983	-0.009997	0.065309	0.411259	0.084103	146.136968	160.879599	18.124501	41.385893	-49997.181400	78.097509	79.427953	85.216791	34.106558	-45.063958	14.302551	-34.136196	-58.225809	-39.050290	-45.019208	0.679951
2.000000	14	2.638325	46.127964	-54.216132	29.320658	-53.987243	-0.082841	-27.993103	0.023983	0.065719	0.127303	0.096713	0.042431	0.009138	-0.010273	0.047465	0.002533	-0.013308	-0.009095	0.556764	-0.408179	0.028629	0.033282	0.033154	0.019144	0.019828	0.001250	0.289800	-0.009997	0.063643	0.408749	0.087419	138.601554	159.353826	19.650274	42.892976	-49997.181400	73.520190	79.427953	88.268337	38.627807	-46.589730	15.809634	-35.661969	-59.732892	-43.627609	-45.019208	0.679951
3.000000	14	2.598651	46.122623	-54.216132	29.320658	-53.987243	-0.049705	-28.000732	-0.010317	0.044395	0.105827	0.075258	0.053185	-0.001544	-0.042409	0.047465	0.010743	-0.004988	-0.009095	0.531522	-0.460722	0.030728	0.031588	0.031480	0.018331	0.018162	-0.001290	0.289800	-0.009997	0.064476	0.411259	0.086590	143.122803	159.353826	21.176047	41.385893	-49997.181400	75.045963	80.935036	89.794110	35.613641	-43.538185	9.781303	-32.610423	-59.732892	-43.627609	-45.019208	0.679951
4.000000	14	2.777184	46.138646	-54.216132	29.325999	-53.987243	-0.066273	-28.000732	-0.078917	0.065719	0.084352	0.064531	0.053185	0.009138	-0.031697	0.026157	-0.001571	-0.021627	-0.009095	0.582006	-0.434450	0.026529	0.034129	0.031480	0.020770	0.018162	0.001250	0.288166	-0.008332	0.062810	0.410422	0.084103	141.615720	162.405372	16.598728	44.400059	-49997.181400	82.674828	83.949201	86.742564	40.134890	-51.167049	17.316717	-38.713514	-56.718727	-43.627609	-42.021443	0.679951
5.000000	14	4.304636	46.122623	-54.261910	29.325999	-53.987243	-0.082841	-27.817621	-0.010317	0.087042	0.148779	0.075258	0.031676	-0.001544	-0.020985	0.026157	0.006638	-0.009148	-0.000794	0.556764	-0.434450	0.028629	0.033282	0.032317	0.019144	0.017329	0.000404	0.289800	-0.009165	0.064476	0.408749	0.084932	155.179465	171.560009	31.856457	53.442556	-49997.181400	68.942872	67.371290	83.691018	26.571144	-57.270141	3.752971	-50.919697	-71.789555	-52.782246	-31.529263	0.679951
6.000000	14	5.415510	46.143986	-54.246651	29.336680	-54.017762	-0.016568	-27.649770	-0.044617	0.108365	0.105827	0.064531	0.031676	-0.001544	-0.020985	0.026157	0.014848	-0.004988	-0.004945	0.682976	-0.250552	0.024429	0.034129	0.033154	0.019144	0.016496	-0.001290	0.289800	-0.009997	0.061977	0.409586	0.084103	168.743211	183.766192	44.062640	63.992136	-49997.181400	62.839780	59.835876	71.484835	19.035730	-69.476324	0.738805	-55.497016	-86.860384	-57.359565	-24.034848	0.679951
7.000000	14	6.466872	46.154668	-54.261910	29.336680	-53.987243	0.049705	-27.504807	0.058282	0.129689	0.148779	0.085986	0.053185	0.009138	-0.031697	0.047465	0.002533	-0.013308	-0.017396	0.708219	-0.119195	0.026529	0.034129	0.033991	0.019144	0.017329	0.001250	0.289800	-0.009997	0.062810	0.409586	0.085761	170.250294	192.920829	45.588413	76.048799	-49997.181400	53.685143	50.793378	63.855971	14.514481	-77.105188	-6.796609	-67.703199	-95.902881	-61.936883	-10.544903	0.679951
8.000000	14	7.419050	46.154668	-54.216132	29.320658	-53.987243	0.198818	-27.336955	0.195481	0.236305	0.213207	0.171804	0.074695	0.030501	-0.020985	0.036811	0.002533	-0.004988	-0.009095	1.011128	0.090975	0.030728	0.034976	0.029807	0.016705	0.018995	-0.001290	0.288166	-0.009997	0.062810	0.409586	0.087419	179.292791	208.178558	63.897688	88.105462	-49997.181400	52.159370	50.793378	57.752879	5.471984	-84.734052	-9.810775	-76.857836	-106.452461	-66.514202	-1.551606	0.679951
9.000000	14	8.331553	46.154668	-54.216132	29.331339	-53.941465	0.314796	-27.207251	0.195481	0.300275	0.299110	0.236167	0.139223	0.083908	-0.042409	0.036811	-0.001571	-0.009148	-0.004945	1.086856	0.196060	0.030728	0.033282	0.029807	0.019957	0.016496	0.000404	0.288983	-0.008332	0.061977	0.407076	0.084932	194.363620	211.230104	74.578098	100.162125	-49997.181400	44.530506	43.257964	48.598242	-0.556347	-92.362917	-18.853272	-84.486701	-113.987875	-71.091521	7.441692	0.679951
10.000000	14	9.164708	46.165349	-54.200873	29.336680	-53.971984	0.447341	-27.062288	0.401280	0.385568	0.363538	0.268349	0.203752	0.137315	-0.031697	0.036811	0.010743	-0.004988	-0.013246	1.213068	0.327416	0.028629	0.034976	0.032317	0.020770	0.018995	0.001250	0.290617	-0.006666	0.063643	0.410422	0.084103	204.913200	228.013606	88.310054	112.218788	-49997.181400	35.375868	38.736716	45.546696	-9.598845	-101.517554	-23.374520	-86.012474	-124.537455	-77.194612	23.929403	0.679951
