Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun012.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	12	8.847316	46.411023	-53.834651	29.112369	-53.910947	0.099409	-27.420881	0.023983	0.065719	0.148779	-0.032014	-0.022098	-0.022907	-0.117393	-0.101692	-0.034409	-0.025787	-0.017396	0.758704	-0.066653	-0.004966	-0.003134	-0.021239	-0.038580	-0.029328	-0.023309	0.238330	0.063293	0.141931	0.430499	0.089078	149.151134	162.405372	88.310054	23.300899	-5.232945	64.365553	47.779213	54.701333	17.528647	-78.630961	2.245888	-76.857836	-89.874549	-58.885338	1.446160	0.679951
1.000000	12	8.807642	46.411023	-53.819391	29.112369	-53.941465	0.049705	-27.397992	0.023983	0.087042	0.148779	-0.032014	-0.043607	-0.012225	-0.149529	-0.101692	-0.042619	-0.021627	-0.025697	0.733461	-0.171738	-0.009166	-0.001441	-0.022913	-0.040206	-0.030161	-0.023309	0.238330	0.061628	0.144430	0.428826	0.089907	149.151134	165.456917	91.361600	27.822148	-3.707172	61.314007	43.257964	53.175560	17.528647	-72.527869	0.738805	-87.538247	-91.381632	-55.833792	-1.551606	0.679951
2.000000	12	8.787805	46.405683	-53.819391	29.112369	-53.941465	0.082841	-27.413251	0.058282	0.108365	0.105827	-0.042741	-0.065116	-0.022907	-0.128105	-0.091038	-0.034409	-0.021627	-0.025697	0.783946	-0.092924	-0.007066	-0.002288	-0.023750	-0.037767	-0.030161	-0.025850	0.237513	0.064126	0.141931	0.432172	0.089907	150.658217	162.405372	86.784281	23.300899	-0.655627	70.468645	47.779213	53.175560	20.542813	-77.105188	3.752971	-75.332064	-86.860384	-61.936883	-3.050488	0.679951
3.000000	12	8.767968	46.405683	-53.788873	29.107028	-53.926206	0.082841	-27.436140	0.023983	0.001749	0.170255	-0.064196	-0.065116	-0.022907	-0.138817	-0.101692	-0.034409	-0.021627	-0.021547	0.733461	-0.145467	-0.011265	-0.000594	-0.022076	-0.039393	-0.030161	-0.024156	0.238330	0.065792	0.142764	0.429662	0.087419	152.165300	157.828053	80.681190	20.286733	-6.758718	59.788234	41.750881	53.175560	14.514481	-74.053642	0.738805	-76.857836	-91.381632	-64.988429	-4.549371	0.679951
4.000000	12	8.748131	46.400342	-53.804132	29.112369	-53.941465	0.049705	-27.420881	-0.010317	0.065719	0.105827	-0.053469	-0.054362	-0.022907	-0.160241	-0.123000	-0.034409	-0.021627	-0.029848	0.783946	-0.119195	-0.009166	-0.001441	-0.022913	-0.040206	-0.030994	-0.025003	0.237513	0.064959	0.145262	0.427989	0.089907	153.672383	165.456917	83.732735	15.765485	-3.707172	62.839780	44.765047	56.227106	14.514481	-71.002097	-0.768277	-81.435155	-97.409964	-54.308019	-3.050488	0.679951
5.000000	12	8.767968	46.405683	-53.819391	29.101688	-53.941465	0.049705	-27.413251	0.058282	0.044395	0.148779	-0.042741	-0.032852	-0.033588	-0.106681	-0.112346	-0.038514	-0.034106	-0.021547	0.758704	-0.040382	-0.009166	-0.002288	-0.022913	-0.040206	-0.030994	-0.024156	0.238330	0.064959	0.141931	0.430499	0.091565	147.644051	165.456917	85.258508	23.300899	-8.284491	62.839780	40.243798	56.227106	14.514481	-74.053642	3.752971	-78.383609	-92.888715	-60.411111	-1.551606	0.679951
6.000000	12	8.787805	46.400342	-53.773614	29.107028	-53.926206	0.049705	-27.420881	0.058282	0.044395	0.105827	-0.032014	-0.043607	-0.033588	-0.128105	-0.091038	-0.034409	-0.029946	-0.025697	0.809189	-0.040382	-0.002867	-0.001441	-0.022913	-0.041832	-0.030994	-0.022462	0.241598	0.064959	0.144430	0.429662	0.088249	152.165300	157.828053	91.361600	20.286733	-5.232945	61.314007	41.750881	53.175560	16.021564	-77.105188	-0.768277	-81.435155	-89.874549	-58.885338	-1.551606	0.679951
7.000000	12	8.767968	46.411023	-53.804132	29.112369	-53.941465	0.082841	-27.405622	0.058282	0.087042	0.148779	-0.021287	-0.043607	-0.054951	-0.117393	-0.101692	-0.038514	-0.021627	-0.025697	0.809189	-0.066653	-0.009166	-0.001441	-0.021239	-0.041832	-0.029328	-0.021616	0.238330	0.064959	0.144430	0.431335	0.089907	152.165300	163.931145	88.310054	21.793816	-5.232945	67.417099	43.257964	60.804425	19.035730	-81.682507	2.245888	-76.857836	-88.367467	-60.411111	-3.050488	0.679951
8.000000	12	8.807642	46.405683	-53.804132	29.107028	-53.941465	0.049705	-27.413251	-0.010317	0.044395	0.170255	-0.021287	-0.054362	-0.044270	-0.106681	-0.091038	-0.042619	-0.034106	-0.017396	0.809189	-0.092924	-0.000767	-0.003134	-0.022076	-0.040206	-0.030161	-0.025003	0.239964	0.062461	0.141098	0.432172	0.089078	150.658217	162.405372	82.206962	18.779651	-5.232945	67.417099	41.750881	50.124015	14.514481	-77.105188	-0.768277	-75.332064	-92.888715	-60.411111	-3.050488	0.679951
9.000000	12	10.156560	46.405683	-53.926206	29.112369	-54.002503	0.132546	-27.260659	0.058282	0.151012	0.148779	-0.021287	-0.032852	-0.001544	-0.095969	-0.091038	-0.038514	-0.029946	-0.025697	0.935401	0.012161	-0.000767	-0.003981	-0.022913	-0.041019	-0.031828	-0.023309	0.239964	0.066625	0.143597	0.431335	0.089078	158.193631	173.085782	98.990464	32.343396	6.973238	59.788234	40.243798	50.124015	14.514481	-83.208280	-3.782443	-87.538247	-101.931212	-64.988429	10.439457	0.679951
10.000000	12	10.890530	46.411023	-53.895688	29.117710	-53.971984	0.265091	-27.138585	0.195481	0.193658	0.234683	0.043077	-0.022098	-0.001544	-0.095969	-0.101692	-0.034409	-0.029946	-0.013246	1.162583	0.090975	-0.007066	-0.002288	-0.022913	-0.040206	-0.030161	-0.024156	0.241598	0.063293	0.140265	0.430499	0.088249	164.221963	179.188873	108.145101	42.892976	14.602102	53.685143	26.680053	40.969377	3.964901	-92.362917	-9.810775	-92.115565	-110.973709	-64.988429	16.434989	0.679951
