Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun006.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Disp	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	mm	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	1	2	3	4	5	6	7	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	6	-0.640889	9.779656	46.918394	-54.170354	28.391369	-53.971984	0.198818	0.137199	0.170586	0.193283	0.032182	0.000000	0.042726	-0.064272	-0.085232	-0.020524	0.004160	0.008301	0.681547	0.236441	-0.004199	-0.009316	-0.015900	-0.037399	-0.029160	0.019478	-0.000817	0.069127	0.129092	0.031787	0.001658	61.504848	83.699941	64.931761	-8.000511	23.518319	2.941275	-12.292169	-18.425523	-26.041353	-67.387332	-18.034984	-72.596409	-75.271755	-48.642983	43.593474	0.000000
1.000000	6	-0.625629	9.779656	46.918394	-54.170354	28.402051	-53.956725	0.182250	0.102899	0.191910	0.236235	0.032182	0.010755	0.042726	-0.064272	-0.117194	-0.028733	0.004160	0.016602	0.706789	0.262712	-0.002100	-0.010163	-0.015063	-0.039025	-0.029994	0.019478	-0.001634	0.068294	0.129092	0.031787	0.000000	58.490683	80.648395	72.560625	-0.465097	18.941001	2.941275	-9.278003	-15.373977	-29.055519	-65.861559	-19.542066	-75.647955	-78.285921	-47.117210	39.096825	0.000000
2.000000	6	-0.633259	9.759819	46.918394	-54.155095	28.380688	-53.941465	0.182250	0.171499	0.170586	0.193283	0.010727	0.021509	0.032044	-0.032136	-0.085232	-0.028733	0.000000	0.004151	0.681547	0.262712	0.000000	-0.010163	-0.016736	-0.039838	-0.029994	0.022019	-0.001634	0.069959	0.129092	0.030114	0.001658	56.983600	80.648395	72.560625	-3.479263	23.518319	2.941275	-18.320500	-21.477069	-30.562602	-67.387332	-15.020818	-68.019091	-76.778838	-48.642983	42.094591	0.000000
3.000000	6	-0.640889	9.759819	46.929075	-54.109317	28.391369	-53.987243	0.198818	0.137199	0.213233	0.214759	0.021455	0.010755	0.021363	-0.042848	-0.095886	-0.016419	0.008319	0.012452	0.631062	0.236441	0.000000	-0.010163	-0.014226	-0.037399	-0.029160	0.021172	-0.001634	0.068294	0.130757	0.031787	0.001658	59.997766	83.699941	74.086398	5.563234	18.941001	-0.110271	-16.813417	-12.322431	-23.027188	-65.861559	-13.513735	-77.173728	-82.807169	-51.694529	40.595708	0.000000
4.000000	6	-0.640889	9.819330	46.929075	-54.155095	28.386029	-53.971984	0.198818	0.171499	0.191910	0.171807	0.032182	0.021509	0.021363	-0.042848	-0.106540	-0.020524	0.004160	0.004151	0.706789	0.210170	0.000000	-0.009316	-0.014226	-0.038212	-0.029160	0.022866	-0.002451	0.069959	0.129925	0.030114	0.001658	58.490683	82.174168	69.509080	-3.479263	26.569865	1.415502	-9.278003	-18.425523	-23.027188	-65.861559	-18.034984	-68.019091	-85.821335	-47.117210	42.094591	0.000000
5.000000	6	-0.640889	9.819330	46.923734	-54.155095	28.386029	-53.971984	0.198818	0.171499	0.213233	0.214759	0.021455	0.032264	0.032044	-0.064272	-0.095886	-0.020524	0.004160	0.008301	0.732032	0.262712	0.000000	-0.008469	-0.015900	-0.037399	-0.028327	0.022019	-0.003268	0.069959	0.130757	0.030951	0.001658	59.997766	82.174168	78.663717	4.056152	23.518319	4.467048	-15.306335	-18.425523	-24.534271	-65.861559	-21.049149	-69.544864	-84.314252	-48.642983	45.092357	0.000000
6.000000	6	-0.648518	9.839167	46.918394	-54.155095	28.391369	-53.971984	0.198818	0.171499	0.191910	0.150331	0.021455	0.021509	0.053407	-0.021424	-0.127848	-0.024628	0.000000	0.008301	0.656304	0.236441	0.000000	-0.010163	-0.015900	-0.038212	-0.030827	0.022019	-0.000817	0.069127	0.132423	0.031787	0.001658	61.504848	83.699941	72.560625	2.549069	28.095638	2.941275	-13.799252	-18.425523	-26.041353	-65.861559	-19.542066	-69.544864	-84.314252	-53.220302	42.094591	0.000000
7.000000	6	-0.640889	9.799493	46.923734	-54.170354	28.391369	-53.941465	0.231955	0.102899	0.191910	0.107379	0.021455	0.010755	0.042726	-0.053560	-0.085232	-0.028733	0.004160	0.008301	0.681547	0.236441	-0.006299	-0.009316	-0.013389	-0.038212	-0.029160	0.021172	0.000000	0.067461	0.131590	0.030951	0.002488	55.476517	80.648395	69.509080	2.549069	21.992547	4.467048	-13.799252	-16.899750	-23.027188	-61.284241	-16.527901	-66.493318	-81.300086	-45.591437	43.593474	0.000000
