Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun009.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	9	5.574206	46.838282	-53.865169	28.717154	-53.895688	-0.099409	-27.565844	-0.078917	0.001749	0.019924	-0.085650	-0.075871	-0.065633	-0.063833	-0.112346	-0.009781	-0.004988	-0.004945	0.430552	-0.276823	-0.007066	-0.008216	-0.014545	-0.040206	-0.023496	0.006332	0.034902	0.075786	0.090294	0.115134	0.024401	63.247411	86.116728	51.691505	-44.517829	-9.810264	30.798550	37.229633	27.237421	-0.556347	-54.218595	3.752971	-52.445470	-64.254141	-42.101836	-25.533731	0.679951
1.000000	9	5.594043	46.838282	-53.895688	28.733177	-53.910947	-0.099409	-27.565844	-0.181816	0.023072	-0.023028	-0.085650	-0.118890	-0.044270	-0.063833	-0.091038	-0.013886	-0.000829	0.003356	0.380067	-0.250552	-0.007066	-0.007369	-0.015381	-0.041019	-0.023496	0.008026	0.033268	0.077452	0.091127	0.112624	0.025230	61.740328	90.694046	50.165732	-39.996581	-11.336037	38.427414	40.243798	25.711649	0.950735	-48.115503	-0.768277	-49.393925	-62.747058	-42.101836	-16.540434	0.679951
2.000000	9	5.594043	46.832942	-53.895688	28.727836	-53.910947	-0.099409	-27.550584	-0.113216	-0.040898	-0.001552	-0.107105	-0.108135	-0.054951	-0.074545	-0.080384	-0.013886	-0.004988	-0.009095	0.455794	-0.198009	-0.002867	-0.008216	-0.017055	-0.040206	-0.022663	0.007179	0.034085	0.073288	0.091127	0.112624	0.025230	66.261577	86.116728	56.268823	-35.475332	-14.387583	33.850096	41.750881	28.763194	-0.556347	-48.115503	2.245888	-53.971243	-58.225809	-42.101836	-19.538200	0.679951
3.000000	9	5.613880	46.838282	-53.895688	28.727836	-53.895688	-0.066273	-27.581103	-0.147516	-0.019574	-0.001552	-0.085650	-0.118890	-0.044270	-0.095969	-0.112346	-0.001571	0.007491	0.003356	0.405309	-0.224280	-0.007066	-0.009910	-0.015381	-0.040206	-0.022663	0.007179	0.034085	0.076619	0.090294	0.112624	0.023572	61.740328	87.642500	51.691505	-44.517829	-8.284491	33.850096	35.722550	27.237421	-3.570513	-46.589730	-2.275360	-50.919697	-59.732892	-45.153382	-24.034848	0.679951
4.000000	9	5.613880	46.822260	-53.910947	28.717154	-53.895688	-0.066273	-27.573473	-0.113216	-0.019574	0.041400	-0.085650	-0.097381	-0.065633	-0.074545	-0.101692	0.002533	0.003331	-0.009095	0.405309	-0.224280	-0.004966	-0.008216	-0.016218	-0.040206	-0.023496	0.005485	0.034085	0.075786	0.089461	0.114297	0.024401	66.261577	87.642500	53.217278	-38.489498	-9.810264	38.427414	35.722550	30.288967	-2.063430	-49.641276	3.752971	-57.022789	-55.211644	-51.256473	-27.032614	0.679951
5.000000	9	5.594043	46.832942	-53.910947	28.733177	-53.895688	-0.099409	-27.550584	-0.113216	0.001749	-0.023028	-0.053469	-0.097381	-0.076314	-0.085257	-0.112346	-0.001571	-0.000829	-0.004945	0.430552	-0.276823	-0.004966	-0.010756	-0.015381	-0.039393	-0.025162	0.007179	0.034902	0.074120	0.090294	0.112624	0.025230	64.754494	93.745592	56.268823	-41.503664	-14.387583	38.427414	41.750881	27.237421	-2.063430	-43.538185	2.245888	-50.919697	-64.254141	-45.153382	-25.533731	0.679951
6.000000	9	5.792413	46.832942	-53.926206	28.733177	-53.910947	-0.082841	-27.558214	-0.147516	0.001749	0.019924	-0.085650	-0.097381	-0.076314	-0.095969	-0.101692	0.002533	0.003331	-0.009095	0.481037	-0.250552	-0.007066	-0.009063	-0.016218	-0.038580	-0.025162	0.005485	0.035719	0.074953	0.091960	0.111787	0.024401	64.754494	89.168273	53.217278	-41.503664	-14.387583	38.427414	43.257964	28.763194	0.950735	-43.538185	5.260054	-55.497016	-59.732892	-43.627609	-18.039317	0.679951
7.000000	9	6.030457	46.832942	-53.941465	28.727836	-53.910947	-0.099409	-27.535325	-0.147516	-0.019574	0.019924	-0.085650	-0.108135	-0.044270	-0.095969	-0.080384	-0.001571	0.007491	-0.004945	0.455794	-0.224280	-0.009166	-0.010756	-0.014545	-0.039393	-0.025162	0.006332	0.035719	0.072455	0.091127	0.111787	0.026059	69.275743	93.745592	54.743051	-43.010746	-5.232945	29.272777	35.722550	24.185876	-5.077596	-42.012412	-3.782443	-55.497016	-59.732892	-43.627609	-18.039317	0.679951
8.000000	9	6.248665	46.827601	-53.941465	28.727836	-53.926206	-0.049705	-27.504807	-0.147516	0.023072	-0.001552	-0.074923	-0.097381	-0.012225	-0.095969	-0.101692	-0.005676	0.007491	0.003356	0.455794	-0.224280	-0.002867	-0.010756	-0.017055	-0.038580	-0.024329	0.004638	0.035719	0.073288	0.092793	0.114297	0.026889	64.754494	93.745592	54.743051	-41.503664	-5.232945	33.850096	31.201301	27.237421	-0.556347	-45.063958	0.738805	-57.022789	-64.254141	-48.204928	-16.540434	0.679951
9.000000	9	6.407361	46.827601	-53.956725	28.733177	-53.895688	-0.033136	-27.504807	-0.147516	0.001749	0.062876	-0.074923	-0.108135	-0.054951	-0.074545	-0.101692	-0.005676	0.003331	-0.013246	0.506279	-0.250552	-0.007066	-0.009063	-0.017055	-0.039393	-0.023496	0.003791	0.034902	0.072455	0.091127	0.111787	0.026059	70.782825	92.219819	56.268823	-41.503664	-9.810264	30.798550	38.736716	25.711649	-9.598845	-51.167049	-2.275360	-67.703199	-59.732892	-48.204928	-16.540434	0.679951
10.000000	9	6.526383	46.827601	-53.926206	28.722495	-53.926206	-0.066273	-27.459029	-0.147516	0.001749	-0.001552	-0.074923	-0.108135	-0.033588	-0.085257	-0.101692	0.002533	0.007491	-0.004945	0.506279	-0.250552	-0.007066	-0.007369	-0.014545	-0.038580	-0.023496	0.005485	0.037353	0.071622	0.091127	0.110114	0.023572	70.782825	93.745592	62.371915	-36.982415	-0.655627	30.798550	40.243798	19.608557	-5.077596	-51.167049	-0.768277	-61.600108	-71.789555	-49.730700	-10.544903	0.679951
