Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun026.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	56	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	26	70.282601	59.095279	-54.155095	30.228584	-53.956725	-0.033136	-25.460067	-0.147516	-0.104868	-0.044504	-0.192923	0.010167	0.382989	0.739567	1.325946	2.551577	3.193800	16.883510	10.098417	-9.130234	0.425467	-1.453855	-1.565167	0.245975	0.192291	0.135059	155.334910	12.386830	0.038308	0.005344	0.113460	-0.090856	-49384.141066	-49995.852327	49993.289454	2279.403933	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2412.956154	49381.815637	-49998.620738	1035.916343	49995.619805	-49115.446240	0.679951
1.000000	26	70.342112	59.111301	-54.155095	30.207221	-54.002503	-0.082841	-25.444807	-0.216116	-0.147514	-0.130407	-0.150014	0.010167	0.404352	0.750279	1.315292	2.547472	3.185481	16.891811	10.123660	-9.156505	0.423367	-1.453855	-1.562657	0.245975	0.193124	0.135059	155.343553	12.386830	0.038308	0.004511	0.113460	-0.092514	-49384.141066	-49995.852327	49993.289454	2274.882685	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2408.378836	49381.815637	-49998.620738	1040.437592	49995.619805	-49115.446240	0.679951
2.000000	26	70.342112	59.095279	-54.139836	30.217902	-53.956725	-0.049705	-25.452437	-0.181816	-0.126191	-0.087455	-0.192923	0.031676	0.393671	0.750279	1.325946	2.551577	3.189640	16.887660	10.148902	-9.156505	0.425467	-1.453855	-1.563494	0.246788	0.191458	0.134212	155.334910	12.386013	0.039974	0.006176	0.111787	-0.092514	-49384.141066	-49995.852327	49993.289454	2268.854353	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2417.533473	49381.815637	-49998.620738	1040.437592	49995.619805	-49115.446240	0.679951
3.000000	26	70.302438	59.089938	-54.139836	30.223243	-53.956725	-0.049705	-25.444807	-0.181816	-0.040898	-0.173359	-0.160741	0.031676	0.404352	0.739567	1.315292	2.551577	3.181321	16.891811	10.199387	-9.182776	0.423367	-1.453855	-1.563494	0.247601	0.192291	0.134212	155.334910	12.385196	0.039974	0.004511	0.111787	-0.093344	-49384.141066	-49995.852327	49993.289454	2273.375602	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2414.481927	49381.815637	-49998.620738	1041.944675	49995.619805	-49115.446240	0.679951
4.000000	26	70.342112	59.100620	-54.170354	30.228584	-53.926206	-0.033136	-25.452437	-0.181816	-0.083544	-0.151883	-0.160741	0.010167	0.404352	0.718143	1.293984	2.559786	3.185481	16.883510	10.123660	-9.103962	0.425467	-1.456395	-1.563494	0.249227	0.192291	0.132518	155.326268	12.386013	0.039974	0.004511	0.113460	-0.090856	-49384.141066	-49995.852327	49993.289454	2273.375602	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2412.956154	49381.815637	-49998.620738	1040.437592	49995.619805	-49115.446240	0.679951
5.000000	26	70.361950	59.089938	-54.139836	30.233924	-53.956725	-0.033136	-25.452437	-0.113216	-0.040898	-0.087455	-0.171468	0.010167	0.382989	0.739567	1.336600	2.543367	3.193800	16.895962	10.123660	-9.130234	0.425467	-1.453855	-1.562657	0.248414	0.193958	0.131671	155.334910	12.388464	0.042472	0.006176	0.113460	-0.091685	-49384.141066	-49995.852327	49993.289454	2274.882685	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2409.904608	49381.815637	-49998.620738	1032.902178	49995.619805	-49115.446240	0.679951
6.000000	26	70.342112	59.095279	-54.155095	30.223243	-53.926206	-0.049705	-25.460067	-0.181816	-0.040898	-0.108931	-0.160741	0.031676	0.372308	0.739567	1.325946	2.555681	3.189640	16.887660	10.148902	-9.103962	0.425467	-1.454702	-1.563494	0.246788	0.190625	0.131671	155.343553	12.388464	0.040806	0.004511	0.112624	-0.091685	-49384.141066	-49995.852327	49993.289454	2274.882685	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2414.481927	49381.815637	-49998.620738	1037.423426	49995.619805	-49115.446240	0.679951
7.000000	26	70.302438	59.089938	-54.124577	30.217902	-53.910947	-0.066273	-25.444807	-0.216116	-0.083544	-0.087455	-0.150014	0.020921	0.372308	0.739567	1.336600	2.563891	3.181321	16.883510	10.174145	-9.182776	0.423367	-1.454702	-1.561820	0.247601	0.191458	0.132518	155.334910	12.386013	0.040806	0.007009	0.111787	-0.092514	-49384.141066	-49995.852327	49993.289454	2277.896850	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2417.533473	49381.815637	-49998.620738	1035.916343	49995.619805	-49115.446240	0.679951
8.000000	26	70.322275	59.089938	-54.139836	30.223243	-53.910947	-0.066273	-25.467696	-0.216116	-0.104868	-0.087455	-0.160741	0.020921	0.393671	0.718143	1.325946	2.555681	3.189640	16.891811	10.148902	-9.182776	0.421267	-1.455548	-1.562657	0.250040	0.192291	0.132518	155.343553	12.388464	0.040806	0.003678	0.110951	-0.093344	-49384.141066	-49995.852327	49993.289454	2274.882685	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2414.481927	49381.815637	-49998.620738	1037.423426	49995.619805	-49115.446240	0.679951
9.000000	26	70.302438	59.095279	-54.139836	30.223243	-53.941465	-0.049705	-25.498215	-0.147516	-0.040898	-0.087455	-0.150014	0.042431	0.404352	0.718143	1.315292	2.555681	3.189640	16.891811	10.098417	-9.103962	0.425467	-1.453855	-1.563494	0.246788	0.190625	0.131671	155.352196	12.387647	0.040806	0.006176	0.110114	-0.091685	-49384.141066	-49995.852327	49993.289454	2274.882685	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2416.007700	49381.815637	-49998.620738	1041.944675	49995.619805	-49115.446240	0.679951
10.000000	26	70.302438	59.095279	-54.139836	30.212561	-53.941465	-0.066273	-25.467696	-0.181816	-0.062221	-0.087455	-0.171468	0.020921	0.404352	0.718143	1.315292	2.563891	3.189640	16.891811	10.073175	-9.182776	0.423367	-1.454702	-1.565167	0.249227	0.190625	0.132518	155.343553	12.387647	0.039974	-0.000486	0.109278	-0.094173	-49384.141066	-49995.852327	49993.289454	2274.882685	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2416.007700	49381.815637	-49998.620738	1041.944675	49995.619805	-49115.446240	0.679951
11.000000	26	70.322275	59.105960	-54.124577	30.212561	-53.926206	-0.049705	-25.452437	-0.216116	-0.040898	-0.087455	-0.171468	0.053185	0.415034	0.739567	1.347254	2.559786	3.185481	16.891811	10.098417	-9.209047	0.423367	-1.455548	-1.564331	0.246788	0.192291	0.131671	155.386767	12.386830	0.040806	0.002845	0.110114	-0.091685	-49384.141066	-49995.852327	49993.289454	2276.389768	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2408.378836	49381.815637	-49998.620738	1035.916343	49995.619805	-49115.446240	0.679951
12.000000	26	70.322275	59.095279	-54.139836	30.217902	-53.926206	-0.049705	-25.460067	-0.216116	-0.062221	-0.108931	-0.139287	0.020921	0.425715	0.739567	1.336600	2.555681	3.189640	16.895962	10.073175	-9.156505	0.425467	-1.456395	-1.563494	0.247601	0.193124	0.131671	155.369482	12.384379	0.040806	0.003678	0.108441	-0.092514	-49384.141066	-49995.852327	49993.289454	2273.375602	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2416.007700	49381.815637	-49998.620738	1037.423426	49995.619805	-49115.446240	0.679951
