Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun020.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	20	31.818598	48.515275	-53.758354	29.635762	-53.926206	0.248523	-27.268288	-0.147516	-0.211484	-0.345166	-0.654195	-0.828702	-0.749247	-0.824384	-0.730278	-0.338160	-0.113140	-0.038149	3.181981	-0.986146	0.205001	-0.479086	0.116836	0.101258	0.056487	0.035973	0.824105	-0.258187	-0.057120	0.338482	0.062544	7502.208384	2505.992517	49993.289454	2356.265159	-49997.181400	49993.757319	49382.136475	-1025.545867	-49384.647344	2473.987069	-983.386299	2262.151991	1102.227989	-1235.256229	-49115.446240	0.679951
1.000000	20	31.798761	48.509934	-53.773614	29.646443	-53.941465	0.215387	-27.268288	-0.181816	-0.232807	-0.366642	-0.643468	-0.839457	-0.759929	-0.813672	-0.708970	-0.334055	-0.121459	-0.038149	3.131496	-1.091231	0.205001	-0.478239	0.115162	0.099632	0.058153	0.035126	0.821654	-0.258187	-0.060452	0.338482	0.060885	7503.715467	2507.518290	49993.289454	2360.786407	-49997.181400	49993.757319	49382.136475	-1027.071640	-49384.647344	2478.564388	-980.372133	2266.729309	1097.706740	-1242.885094	-49115.446240	0.679951
2.000000	20	31.759087	48.515275	-53.804132	29.635762	-53.941465	0.231955	-27.268288	-0.147516	-0.232807	-0.280738	-0.643468	-0.817947	-0.770610	-0.824384	-0.730278	-0.329951	-0.113140	-0.038149	3.131496	-1.064960	0.209200	-0.479086	0.115162	0.099632	0.054821	0.036820	0.823288	-0.257354	-0.058786	0.335136	0.062544	7505.222550	2510.569836	49993.289454	2360.786407	-49997.181400	49993.757319	49382.136475	-1024.020094	-49384.647344	2473.987069	-977.357968	2260.626218	1100.720906	-1236.782002	-49115.446240	0.679951
3.000000	20	33.266701	48.509934	-53.926206	29.651784	-54.017762	0.347932	-27.031770	-0.078917	-0.083544	-0.237787	-0.568377	-0.710400	-0.727884	-0.802960	-0.719624	-0.321741	-0.108980	-0.038149	3.257708	-0.828519	0.211300	-0.471464	0.116836	0.102071	0.055654	0.036820	0.820020	-0.258187	-0.058786	0.335973	0.062544	7538.378373	2510.569836	49993.289454	2356.265159	-49997.181400	49993.757319	49382.136475	-1042.329368	-49384.647344	2469.409751	-992.428796	2228.584987	1091.678409	-1248.988185	-49115.446240	0.679951
4.000000	20	34.020508	48.525956	-53.910947	29.662465	-53.971984	0.629591	-26.749474	0.161182	0.108365	-0.065980	-0.461104	-0.624362	-0.653114	-0.727976	-0.634392	-0.305322	-0.092341	-0.029848	3.484890	-0.539535	0.202901	-0.467229	0.115162	0.099632	0.054821	0.034279	0.820837	-0.258187	-0.055454	0.336809	0.063373	7710.185818	2516.672927	49993.289454	2345.715579	-49997.181400	49993.757319	49382.136475	-1048.432460	-49384.647344	2467.883978	-1004.485459	2195.017984	1087.157160	-1264.245914	-49115.446240	0.679951
5.000000	20	34.655293	48.536637	-53.910947	29.673147	-53.971984	0.844978	-26.490066	0.298381	0.257628	0.041400	-0.321650	-0.538324	-0.599707	-0.685128	-0.613084	-0.284798	-0.079862	-0.017396	3.712073	-0.224280	0.207101	-0.462148	0.115162	0.101258	0.055654	0.036820	0.821654	-0.257354	-0.057120	0.337646	0.060885	7627.296261	2522.776019	49993.289454	2339.687248	-49997.181400	49993.757319	49382.136475	-1060.638643	-49384.647344	2466.358205	-1012.020873	2182.811801	1085.650078	-1279.503643	-49115.446240	0.679951
6.000000	20	35.230567	48.536637	-53.880428	29.678488	-53.971984	1.060364	-26.253548	0.435580	0.406891	0.127303	-0.214378	-0.452286	-0.514255	-0.642280	-0.591776	-0.264275	-0.075703	-0.009095	3.989740	0.064703	0.202901	-0.458761	0.113488	0.117518	0.055654	0.035973	0.820020	-0.258187	-0.057120	0.335973	0.063373	7551.942118	2530.404883	49993.289454	2332.151833	-49997.181400	49993.757319	49382.136475	-1069.793280	-49384.647344	2463.306659	-1025.584619	2159.925207	1085.650078	-1281.029416	-49115.446240	0.679951
7.000000	20	35.805841	48.547319	-53.865169	29.683828	-53.971984	1.275751	-26.009400	0.709978	0.577477	0.320586	-0.085650	-0.377003	-0.418121	-0.556584	-0.549160	-0.247856	-0.079862	-0.004945	4.317892	0.274873	0.205001	-0.452832	0.115162	0.114266	0.057320	0.035126	0.839628	-0.286504	-0.057120	0.335973	0.062544	7567.012947	2536.507975	49993.289454	2332.151833	-49997.181400	49993.757319	49382.136475	-1071.319053	-49384.647344	2464.832432	-1030.105868	2112.626248	1082.635912	-1291.709826	-49115.446240	0.679951
8.000000	20	36.202582	48.558000	-53.880428	29.683828	-53.956725	1.524274	-25.780511	0.881476	0.726740	0.492393	0.000168	-0.247947	-0.375396	-0.535160	-0.517198	-0.223227	-0.059064	-0.009095	4.494589	0.616400	0.209200	-0.447751	0.115999	0.116705	0.056487	0.035126	0.838811	-0.287337	-0.092100	0.335973	0.064202	7619.760847	2536.507975	49993.289454	2326.123502	-49997.181400	49993.757319	49382.136475	-1077.422145	-49384.647344	2469.409751	-1039.148365	2062.275743	1079.621746	-1302.390236	-49115.446240	0.679951
9.000000	20	36.678671	48.568682	-53.865169	29.683828	-53.956725	1.723092	-25.482955	1.087275	0.833357	0.621248	0.139622	-0.183418	-0.268581	-0.438753	-0.485236	-0.198599	-0.054904	0.007507	4.747014	0.931655	0.202901	-0.440976	0.126878	0.115892	0.055654	0.034279	0.838811	-0.287337	-0.106258	0.335973	0.062544	7649.902504	2545.662612	49993.289454	2324.616419	-49997.181400	49993.757319	49382.136475	-1083.525236	-49384.647344	2466.358205	-1040.655447	2028.708740	1072.086332	-1306.967555	-49115.446240	0.679951
