Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun002.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Disp	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	mm	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	1	2	3	4	5	6	7	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	2	-27.977844	0.119022	47.361675	-53.804132	27.996155	-54.124577	-0.000000	-0.034300	-0.063970	0.042952	0.010727	0.010755	0.010681	-0.010712	-0.021308	0.004105	-0.004160	-0.008301	0.050485	0.000000	0.000000	0.005081	0.002510	0.004065	0.002499	0.004234	-0.001634	0.004164	0.003331	0.005856	0.001658	5.742783	-3.269113	-2.202246	1.041986	2.157499	-1.636043	-0.235506	1.409525	1.086138	1.272448	1.557094	0.640689	3.096554	1.707522	3.123637	0.000000
1.000000	2	-27.962584	0.119022	47.356334	-53.804132	28.006836	-54.094058	-0.016568	-0.102899	0.021323	0.042952	-0.010727	-0.010755	0.010681	-0.032136	0.000000	-0.004105	0.000000	0.000000	0.050485	0.000000	0.002100	0.006775	0.001674	0.004065	0.001666	0.002541	0.001634	0.006663	0.003331	0.004183	0.000829	-1.792632	1.308205	-2.202246	-1.972180	0.631726	1.415502	-0.235506	-4.693567	-1.928028	2.798220	-1.457072	3.692235	1.589471	3.233295	-1.373012	0.000000
2.000000	2	-27.993103	0.158696	47.350993	-53.773614	27.990814	-54.109317	-0.000000	-0.034300	-0.042647	0.042952	0.000000	0.021509	0.000000	-0.010712	0.010654	0.000000	-0.004160	-0.012452	0.050485	-0.052542	0.004199	0.004234	0.003347	0.005691	0.002499	0.003388	0.000817	0.004997	0.001666	0.002510	0.002488	-1.792632	-0.217568	-2.202246	-3.479263	2.157499	1.415502	4.285743	-3.167794	1.086138	4.323993	1.557094	0.640689	0.082388	3.233295	3.123637	0.000000
3.000000	2	-27.954955	0.119022	47.350993	-53.758354	27.996155	-54.094058	-0.000000	0.000000	0.000000	0.042952	0.010727	0.021509	0.010681	-0.021424	0.010654	-0.004105	0.000000	-0.004151	0.075727	0.026271	0.004199	0.005081	0.003347	0.007317	0.003333	0.005081	-0.000817	0.005830	0.001666	0.004183	0.003317	-1.792632	-0.217568	-2.202246	-1.972180	2.157499	-3.161816	1.271577	-6.219340	-0.420945	5.849766	-1.457072	5.218008	1.589471	1.707522	0.125871	0.000000
4.000000	2	-27.962584	0.138859	47.361675	-53.758354	28.012177	-54.109317	0.033136	-0.034300	0.000000	0.042952	0.000000	0.032264	0.042726	-0.010712	0.000000	-0.008209	-0.008319	-0.008301	0.050485	-0.026271	0.010498	0.006775	0.004184	0.004065	0.004999	0.004234	0.000817	0.003331	0.003331	0.005019	0.000829	-3.299714	-0.217568	3.900846	1.041986	-0.894047	1.415502	2.778660	-3.167794	-0.420945	4.323993	-2.964155	-5.462403	4.603637	1.707522	0.125871	0.000000
5.000000	2	-27.970214	0.119022	47.361675	-53.773614	27.996155	-54.078799	-0.016568	-0.034300	0.000000	0.042952	0.000000	0.021509	0.032044	-0.010712	0.010654	-0.004105	-0.008319	-0.008301	0.025242	0.026271	0.006299	0.006775	0.002510	0.004878	0.000833	0.005081	-0.000817	0.006663	0.005830	0.005019	0.001658	-6.313880	-0.217568	3.900846	2.549069	0.631726	-6.213362	-1.742589	-0.116248	-0.420945	-1.779098	9.092508	-2.410857	1.589471	7.810614	-4.370778	0.000000
6.000000	2	-27.993103	0.158696	47.350993	-53.773614	28.006836	-54.078799	-0.016568	0.000000	0.021323	0.042952	0.000000	0.021509	0.032044	-0.010712	-0.010654	-0.012314	-0.012479	-0.008301	0.075727	-0.026271	0.002100	0.007622	0.002510	0.004878	0.004166	0.002541	0.000817	0.004164	0.005830	0.005856	0.004146	-0.285549	-1.743340	2.375073	4.056152	-0.894047	-1.636043	-0.235506	-0.116248	1.086138	1.272448	7.585425	-0.885084	3.096554	4.759068	1.624754	0.000000
7.000000	2	-27.962584	0.119022	47.356334	-53.788873	28.006836	-54.063540	-0.033136	0.034300	-0.021323	0.042952	0.000000	0.000000	0.042726	-0.010712	0.000000	-0.004105	-0.004160	-0.008301	0.075727	0.000000	0.010498	0.006775	0.003347	0.002439	0.003333	0.005081	-0.000817	0.004164	0.001666	0.004183	0.003317	-1.792632	-0.217568	0.849300	4.056152	0.631726	-0.110271	1.271577	4.461070	2.593221	-0.253325	4.571259	-3.936630	-2.931778	1.707522	4.622520	0.000000
