Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun013.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	13	7.478561	46.384320	-54.139836	29.112369	-53.910947	0.033136	-27.489547	-0.113216	0.065719	0.105827	-0.042741	-0.086626	-0.012225	-0.138817	-0.080384	-0.030305	-0.009148	-0.025697	0.657734	-0.250552	-0.007066	-0.003981	-0.022913	-0.043458	-0.034327	-0.025003	0.239964	0.064959	0.150259	0.418787	0.089078	144.629885	153.250734	74.578098	5.215905	-17.439128	58.262462	47.779213	56.227106	14.514481	-71.002097	-0.768277	-72.280518	-91.381632	-61.936883	-16.540434	0.679951
1.000000	13	7.538072	46.389660	-54.139836	29.107028	-53.910947	-0.016568	-27.489547	-0.010317	0.001749	0.148779	-0.042741	-0.075871	-0.022907	-0.128105	-0.069730	-0.022095	-0.013308	-0.017396	0.632491	-0.276823	-0.009166	-0.003981	-0.023750	-0.041832	-0.034327	-0.024156	0.239147	0.064126	0.151925	0.417951	0.091565	140.108637	154.776507	77.629644	5.215905	-18.964901	58.262462	47.779213	51.649788	20.542813	-74.053642	2.245888	-75.332064	-89.874549	-58.885338	-16.540434	0.679951
2.000000	13	7.478561	46.384320	-54.185614	29.112369	-53.926206	0.033136	-27.481918	-0.044617	0.065719	0.127303	-0.032014	-0.075871	-0.022907	-0.106681	-0.080384	-0.022095	-0.009148	-0.017396	0.582006	-0.224280	-0.011265	-0.004828	-0.023750	-0.042645	-0.032661	-0.025003	0.240781	0.066625	0.149427	0.419624	0.091565	144.629885	148.673416	74.578098	14.258402	-22.016447	58.262462	43.257964	50.124015	16.021564	-71.002097	2.245888	-70.754745	-88.367467	-54.308019	-16.540434	0.679951
3.000000	13	7.478561	46.384320	-54.216132	29.117710	-53.926206	0.000000	-27.512436	-0.010317	0.023072	0.084352	-0.032014	-0.075871	-0.022907	-0.117393	-0.069730	-0.017990	-0.004988	-0.013246	0.607249	-0.198009	-0.007066	-0.004828	-0.022913	-0.041832	-0.034327	-0.024156	0.238330	0.063293	0.148594	0.417951	0.089907	132.573223	159.353826	71.526552	9.737153	-25.067993	59.788234	49.286296	53.175560	14.514481	-77.105188	0.738805	-70.754745	-85.353301	-57.359565	-15.041551	0.679951
4.000000	13	7.696768	46.389660	-54.200873	29.117710	-53.865169	0.000000	-27.466659	-0.078917	0.065719	0.148779	-0.053469	-0.097381	-0.001544	-0.128105	-0.080384	-0.022095	-0.017467	-0.025697	0.657734	-0.250552	-0.011265	-0.003981	-0.022913	-0.040206	-0.034327	-0.025003	0.239964	0.065792	0.151092	0.417951	0.087419	146.136968	154.776507	76.103871	6.722988	-20.490674	62.839780	47.779213	48.598242	16.021564	-71.002097	2.245888	-78.383609	-89.874549	-60.411111	-16.540434	0.679951
5.000000	13	8.867153	46.384320	-54.261910	29.107028	-53.971984	0.115977	-27.336955	0.058282	0.087042	0.148779	-0.021287	-0.043607	-0.001544	-0.128105	-0.112346	-0.017990	-0.017467	-0.021547	0.708219	-0.092924	-0.007066	-0.004828	-0.022913	-0.042645	-0.034327	-0.025003	0.239964	0.066625	0.151092	0.417951	0.089078	153.672383	159.353826	79.155417	17.272568	-9.810264	56.736689	38.736716	48.598242	3.964901	-83.208280	-3.782443	-81.435155	-101.931212	-71.091521	-9.046020	0.679951
6.000000	13	9.601123	46.368297	-54.277169	29.128391	-53.971984	0.215387	-27.207251	0.058282	0.129689	0.234683	0.053804	-0.032852	-0.001544	-0.095969	-0.101692	-0.013886	-0.017467	-0.021547	0.985886	-0.040382	-0.009166	-0.004828	-0.023750	-0.040206	-0.035993	-0.025003	0.240781	0.067458	0.150259	0.419624	0.089078	161.207797	171.560009	91.361600	32.343396	-5.232945	41.478960	28.187136	40.969377	2.457818	-86.259825	-11.317857	-89.064019	-101.931212	-74.143067	4.443926	0.679951
7.000000	13	10.196234	46.384320	-54.322947	29.117710	-53.956725	0.314796	-27.100436	0.195481	0.257628	0.299110	0.085986	0.010167	0.041182	-0.074545	-0.091038	-0.009781	-0.017467	-0.021547	1.036371	0.143517	-0.009166	-0.006522	-0.022076	-0.041019	-0.034327	-0.025003	0.239964	0.065792	0.151092	0.418787	0.089078	171.757377	180.714646	97.464691	32.343396	8.499011	47.582051	26.680053	31.814740	0.950735	-92.362917	-18.853272	-99.744430	-110.973709	-77.194612	8.940574	0.679951
8.000000	13	10.751671	46.405683	-54.261910	29.117710	-53.956725	0.381068	-26.985992	0.298381	0.300275	0.385014	0.150349	0.053185	0.051864	-0.074545	-0.069730	-0.009781	-0.013308	-0.000794	1.162583	0.222331	-0.007066	0.000253	-0.022913	-0.028824	-0.035160	-0.024156	0.240781	0.068290	0.150259	0.418787	0.087419	177.785708	192.920829	108.145101	45.907142	14.602102	36.901641	20.651721	31.814740	-12.613010	-98.466008	-18.853272	-104.321748	-117.002041	-75.668839	13.437223	0.679951
9.000000	13	11.227760	46.389660	-54.277169	29.123051	-53.910947	0.497046	-26.871548	0.366980	0.364245	0.385014	0.214713	0.074695	0.105271	-0.053121	-0.059076	-0.017990	-0.013308	-0.013246	1.238311	0.406230	-0.013365	0.001947	-0.021239	-0.026385	-0.035993	-0.025003	0.240781	0.064959	0.153591	0.417951	0.088249	185.321122	199.023921	114.248193	60.977971	19.179421	36.901641	16.130473	19.608557	-12.613010	-107.620646	-24.881603	-104.321748	-126.044538	-87.875022	28.426052	0.679951
10.000000	13	11.763359	46.405683	-54.231391	29.117710	-53.926206	0.579887	-26.734214	0.435580	0.428215	0.470917	0.257622	0.139223	0.094590	0.011151	-0.080384	-0.013886	-0.009148	-0.013246	1.288796	0.511315	-0.009166	0.001947	-0.022913	-0.023946	-0.034327	-0.024156	0.237513	0.066625	0.151925	0.416278	0.089078	194.363620	215.807422	121.877057	63.992136	28.334058	27.747004	11.609224	15.031238	-18.641342	-116.775283	-30.909935	-107.373294	-136.594118	-89.400795	37.419349	0.679951
