Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun019.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	2	3	4	5	6	7	8	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	19	14.143803	47.083956	-53.910947	29.208502	-53.971984	0.165682	-27.420881	0.092582	0.087042	0.062876	-0.171468	-0.247947	-0.225855	-0.342345	-0.336080	-0.120609	-0.079862	-0.063052	2.147040	-0.723434	0.240696	-0.057335	0.051564	0.002071	-0.003500	-0.003831	0.422151	0.002495	0.122775	0.449738	0.121416	4165.526943	1412.013361	49993.289454	2300.503093	-49997.181400	1805.272411	49382.136475	-587.649050	-49384.647344	2440.420066	-556.881851	1975.306689	1177.582132	-803.462504	-49115.446240	0.679951
1.000000	19	14.203314	47.099979	-53.910947	29.197821	-54.002503	0.165682	-27.413251	0.058282	0.065719	-0.001552	-0.171468	-0.226437	-0.215173	-0.353057	-0.314772	-0.116504	-0.067383	-0.063052	2.147040	-0.749705	0.240696	-0.059029	0.050727	0.002884	-0.003500	-0.005525	0.424602	0.002495	0.120277	0.448902	0.123074	4173.062357	1412.013361	49993.289454	2298.996010	-49997.181400	1805.272411	49382.136475	-587.649050	-49384.647344	2438.894293	-552.360602	1975.306689	1174.567966	-804.988277	-49115.446240	0.679951
2.000000	19	14.203314	47.105319	-53.895688	29.208502	-53.971984	0.165682	-27.413251	0.058282	0.044395	0.041400	-0.182196	-0.226437	-0.236536	-0.342345	-0.325426	-0.124714	-0.075703	-0.075504	2.147040	-0.749705	0.240696	-0.059876	0.049890	0.002071	-0.003500	-0.008912	0.422968	0.002495	0.123608	0.448065	0.123904	4167.034026	1412.013361	49993.289454	2302.010176	-49997.181400	1802.220865	49382.136475	-593.752141	-49384.647344	2443.471612	-547.839354	1975.306689	1179.089215	-804.988277	-49115.446240	0.679951
3.000000	19	14.996796	47.094638	-53.956725	29.197821	-53.987243	0.165682	-27.321696	-0.010317	0.087042	0.019924	-0.150014	-0.215683	-0.236536	-0.342345	-0.346734	-0.116504	-0.071543	-0.071353	2.121797	-0.697163	0.240696	-0.059876	0.049890	0.004510	-0.002667	-0.007218	0.422151	0.001662	0.122775	0.450575	0.118929	4147.441949	1415.064907	49993.289454	2300.503093	-49997.181400	1796.117773	49382.136475	-595.277914	-49384.647344	2432.791202	-558.388934	1970.729370	1165.525469	-811.091368	-49115.446240	0.679951
4.000000	19	16.385388	47.099979	-54.017762	29.213843	-54.002503	0.447341	-27.039399	0.264081	0.236305	0.213207	-0.042741	-0.129645	-0.161766	-0.288785	-0.325426	-0.112399	-0.063224	-0.063052	2.500434	-0.460722	0.242795	-0.054795	0.052401	0.000445	-0.003500	-0.005525	0.423785	0.000830	0.123608	0.449738	0.123074	3618.455866	1439.477273	49993.289454	2294.474762	-49997.181400	1783.911590	49382.136475	-604.432551	-49384.647344	2428.213883	-567.431431	1958.523187	1164.018386	-823.297551	-49115.446240	0.679951
5.000000	19	17.040010	47.099979	-54.033021	29.224525	-53.987243	0.679296	-26.802881	0.469879	0.385568	0.406490	0.053804	-0.075871	-0.044270	-0.245937	-0.272156	-0.083666	-0.054904	-0.058902	2.778101	-0.119195	0.244895	-0.051407	0.049054	0.004510	-0.001001	-0.005525	0.425419	0.002495	0.121943	0.449738	0.123074	3529.537978	1453.209229	49993.289454	2280.911016	-49997.181400	1774.756953	49382.136475	-609.009870	-49384.647344	2431.265429	-570.445597	1944.791231	1165.525469	-827.874870	-49115.446240	0.679951
6.000000	19	17.754143	47.099979	-54.048280	29.229865	-53.987243	0.894682	-26.543474	0.675678	0.598801	0.492393	0.236167	0.053185	-0.012225	-0.181665	-0.229540	-0.059038	-0.046585	-0.038149	3.131496	0.169788	0.238596	-0.049713	0.050727	0.015079	-0.003500	-0.006372	0.424602	0.001662	0.123608	0.447229	0.123904	3672.710849	1469.992731	49993.289454	2273.375602	-49997.181400	1768.653861	49382.136475	-621.216053	-49384.647344	2425.162337	-584.009342	1937.162367	1164.018386	-843.132599	-49115.446240	0.679951
7.000000	19	18.369091	47.126682	-54.002503	29.219184	-53.941465	1.126637	-26.291696	0.778577	0.726740	0.642724	0.321985	0.128469	0.062545	-0.138817	-0.176270	-0.046723	-0.046585	-0.021547	3.383921	0.379958	0.240696	-0.047173	0.049890	0.015079	-0.003500	-0.005525	0.424602	-0.027487	0.122775	0.452248	0.123074	3767.657069	1483.724687	49993.289454	2267.347270	-49997.181400	1754.921906	49382.136475	-627.319145	-49384.647344	2422.110791	-590.037674	1923.430411	1164.018386	-847.709917	-49115.446240	0.679951
8.000000	19	18.944365	47.132023	-54.033021	29.224525	-53.987243	1.342024	-26.055177	1.052975	0.897327	0.750104	0.439985	0.225261	0.147997	-0.074545	-0.154962	-0.038514	-0.017467	-0.025697	3.686830	0.642671	0.240696	-0.044632	0.051564	0.017518	-0.002667	-0.008065	0.422151	-0.025822	0.121110	0.449738	0.123074	3934.943266	1503.559734	49993.289454	2256.797690	-49997.181400	1750.344587	49382.136475	-634.948009	-49384.647344	2423.636564	-596.066005	1911.224228	1157.990055	-859.916100	-49115.446240	0.679951
9.000000	19	19.460128	47.158727	-53.956725	29.219184	-53.926206	1.573978	-25.811029	1.190174	1.003943	0.921911	0.525803	0.343563	0.233449	-0.020985	-0.112346	-0.009781	-0.013308	-0.009095	3.787800	0.879112	0.244895	-0.040398	0.065790	0.020770	-0.001001	-0.006372	0.422151	-0.024156	0.070306	0.448902	0.122245	3829.447466	1506.611280	49993.289454	2249.262276	-49997.181400	1745.767268	49382.136475	-642.576873	-49384.647344	2425.162337	-600.587254	1900.543818	1165.525469	-864.493419	-49115.446240	0.679951
10.000000	19	19.995727	47.153386	-53.971984	29.224525	-53.910947	1.756229	-25.536363	1.327373	1.153206	1.029290	0.665257	0.386582	0.308219	0.032575	-0.101692	-0.005676	-0.004988	-0.004945	4.090710	1.141825	0.240696	-0.038704	0.064116	0.023209	0.013163	-0.008065	0.423785	-0.027487	0.068640	0.448902	0.123904	3835.475798	1527.972100	49993.289454	2244.741028	-49997.181400	1728.983767	49382.136475	-648.679965	-49384.647344	2425.162337	-608.122668	1894.440726	1164.018386	-873.648056	-49115.446240	0.679951
