Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun007.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Disp	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
Sec	Num	mm	kN	mm	kN	mm	kN	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain	uStrain
 	 	1	2	3	4	5	6	7	18	19	20	21	22	23	24	34	35	36	37	38	39	40	51	52	53	54	55	68	69	70	71	72	93	94	96	99	100	110	111	112	113	114	115	116	125	126	127	128
0.000000	7	-0.640889	8.609272	46.875668	-54.063540	28.423414	-53.941465	0.132546	0.102899	0.127940	0.150331	-0.021455	-0.010755	0.021363	-0.053560	-0.106540	-0.012314	0.008319	0.004151	0.530092	0.105085	0.000000	-0.011010	-0.016736	-0.040651	-0.028327	0.024560	-0.004085	0.073291	0.129925	0.040153	0.000000	56.983600	80.648395	69.509080	-12.521760	9.786364	4.467048	-6.263837	-9.270886	-26.041353	-62.810013	-21.049149	-69.544864	-81.300086	-48.642983	22.609114	0.000000
1.000000	7	-0.648518	8.629109	46.859645	-54.033021	28.423414	-53.926206	0.165682	0.034300	0.170586	0.150331	-0.021455	-0.010755	0.032044	-0.032136	-0.106540	-0.016419	0.020798	0.016602	0.580577	0.105085	0.006299	-0.009316	-0.015900	-0.042277	-0.028327	0.024560	0.000000	0.075789	0.132423	0.040989	-0.000829	56.983600	76.071076	67.983307	-8.000511	11.312136	4.467048	-7.770920	-9.270886	-24.534271	-59.758468	-16.527901	-68.019091	-82.807169	-54.746075	25.606880	0.000000
2.000000	7	-0.656148	8.609272	46.864986	-54.048280	28.439436	-53.971984	0.149114	0.102899	0.127940	0.150331	-0.032182	0.010755	0.021363	-0.074984	-0.106540	-0.020524	0.008319	0.016602	0.454364	0.131356	0.000000	-0.008469	-0.015063	-0.042277	-0.027494	0.023713	-0.003268	0.073291	0.130757	0.040989	-0.000829	59.997766	79.122622	67.983307	-17.043008	11.312136	2.941275	-7.770920	-9.270886	-21.520105	-68.913105	-24.063315	-68.019091	-79.793003	-57.797620	28.604645	0.000000
3.000000	7	-0.625629	8.648946	46.875668	-54.048280	28.428755	-53.956725	0.132546	0.102899	0.213233	0.107379	-0.021455	-0.021509	0.000000	-0.042848	-0.106540	-0.020524	0.004160	0.024903	0.504849	0.157627	0.004199	-0.011856	-0.015900	-0.040651	-0.026661	0.023713	-0.003268	0.072458	0.127426	0.040153	0.001658	55.476517	76.071076	66.457534	-9.507594	9.786364	4.467048	-10.785086	-13.848204	-24.534271	-64.335786	-21.049149	-68.019091	-76.778838	-53.220302	27.105762	0.000000
4.000000	7	-0.633259	8.609272	46.875668	-54.048280	28.423414	-53.956725	0.132546	0.068600	0.149263	0.150331	0.000000	-0.021509	0.010681	-0.053560	-0.106540	-0.020524	0.000000	0.008301	0.555334	0.157627	0.000000	-0.010163	-0.015063	-0.041464	-0.025828	0.023713	-0.000817	0.071625	0.129092	0.043499	0.001658	55.476517	79.122622	64.931761	-12.521760	8.260591	4.467048	-12.292169	-9.270886	-23.027188	-59.758468	-19.542066	-69.544864	-75.271755	-54.746075	22.609114	0.000000
5.000000	7	-0.633259	8.688620	46.875668	-54.078799	28.423414	-53.971984	0.149114	0.068600	0.170586	0.150331	-0.032182	-0.010755	0.010681	-0.053560	-0.117194	-0.020524	0.004160	0.008301	0.530092	0.105085	0.004199	-0.009316	-0.013389	-0.043090	-0.028327	0.023713	-0.002451	0.071625	0.129092	0.042662	-0.001658	56.983600	79.122622	60.354442	-12.521760	12.837909	-1.636043	-12.292169	-10.796658	-29.055519	-64.335786	-19.542066	-71.070637	-78.285921	-56.271847	25.606880	0.000000
6.000000	7	-0.648518	9.462264	46.864986	-54.109317	28.434095	-54.002503	0.132546	0.102899	0.149263	0.193283	-0.032182	-0.010755	0.010681	-0.053560	-0.117194	-0.020524	0.000000	0.008301	0.555334	0.236441	0.004199	-0.010163	-0.015063	-0.043090	-0.025828	0.022866	-0.003268	0.074957	0.129092	0.042662	0.000000	66.026097	86.751487	69.509080	-8.000511	11.312136	1.415502	-9.278003	-15.373977	-27.548436	-67.387332	-21.049149	-72.596409	-84.314252	-60.849166	34.600177	0.000000
7.000000	7	-0.648518	10.097049	46.881008	-54.078799	28.434095	-53.987243	0.215387	0.171499	0.234556	0.193283	0.000000	-0.010755	0.032044	-0.053560	-0.095886	-0.020524	0.008319	0.016602	0.656304	0.183899	0.002100	-0.011010	-0.016736	-0.040651	-0.026661	0.024560	-0.001634	0.070792	0.128259	0.040989	-0.001658	63.011931	89.803032	69.509080	-3.479263	18.941001	1.415502	-15.306335	-18.425523	-32.069685	-70.438878	-24.063315	-78.699501	-91.849666	-56.271847	34.600177	0.000000
